Employee ID,Schedule Adherence,Schedule Variability,Error Rate,Performance Score
19012299,0.79,0.9,0.6799999999999999,0.6
63181060,0.61,0.87,0.7,0.67
29101721,0.6,0.74,0.52,0.88
32275632,0.68,0.75,0.5800000000000001,0.72
72551668,0.66,0.88,0.89,0.86
30851361,0.88,0.72,0.63,0.78
30742312,0.88,0.66,0.6799999999999999,0.74
4241082,0.73,0.69,0.32,0.63
77267851,0.72,0.69,0.58,0.6
65181649,0.8,0.65,0.67,0.84
9101847,0.61,0.83,0.53,0.77
83794476,0.83,0.66,0.5800000000000001,0.82
95636457,0.62,0.63,0.69,0.69
4252623,0.79,0.81,0.79,0.79
11363336,0.67,0.67,0.47,0.61
70528350,0.63,0.65,0.56,0.75
67142221,0.74,0.81,0.42,0.78
97334764,0.66,0.8,0.78,0.81
74854624,0.64,0.72,0.63,0.64
87653540,0.78,0.72,0.55,0.72
91282684,0.85,0.77,0.52,0.76
55388635,0.82,0.74,0.5,0.65
92347656,0.72,0.7,0.61,0.85
56087573,0.79,0.68,0.5499999999999999,0.73
41970838,0.83,0.86,0.43000000000000005,0.78
87976095,0.72,0.65,0.61,0.64
31774193,0.67,0.75,0.52,0.81
45667652,0.71,0.74,0.66,0.83
83029220,0.75,0.66,0.75,0.86
77981604,0.89,0.63,0.7300000000000001,0.74
38704727,0.69,0.81,0.5,0.77
83698994,0.75,0.71,0.65,0.78
18892087,0.65,0.64,0.56,0.88
43928919,0.62,0.88,0.52,0.81
75040304,0.82,0.76,0.5800000000000001,0.86
49772649,0.81,0.84,0.6,0.75
47756171,0.62,0.7,0.6,0.62
80268080,0.72,0.82,0.6,0.61
35481412,0.65,0.78,0.5,0.68
20182767,0.64,0.8,0.69,0.8
26315160,0.61,0.65,0.5700000000000001,0.68
96788220,0.65,0.75,0.47000000000000003,0.72
66632539,0.72,0.76,0.6799999999999999,0.81
91188949,0.88,0.88,0.48,0.61
64040813,0.81,0.64,0.6599999999999999,0.78
75263693,0.78,0.65,0.53,0.78
13769361,0.69,0.88,0.74,0.72
14368702,0.63,0.82,0.73,0.77
7003455,0.65,0.63,0.4,0.78
83558633,0.72,0.81,0.29,0.9
90834067,0.71,0.64,0.76,0.76
77002405,0.87,0.65,0.38999999999999996,0.76
80541749,0.83,0.64,0.7300000000000001,0.66
38374807,0.78,0.62,0.37999999999999995,0.9
70557677,0.87,0.7,0.76,0.85
62916372,0.76,0.87,0.5,0.71
43191536,0.83,0.77,0.52,0.76
23357555,0.62,0.7,0.63,0.6
12315508,0.81,0.82,0.5,0.72
