Employee ID,Schedule Adherence,Schedule Variability,Error Rate,Performance Score
19012299,0.69,0.72,0.47000000000000003,0.69
29101721,0.89,0.66,0.21999999999999997,0.78
76868411,0.84,0.85,0.77,0.86
32275632,0.62,0.85,0.45999999999999996,0.87
72551668,0.8,0.78,0.6799999999999999,0.88
30851361,0.72,0.69,0.5,0.69
30742312,0.65,0.86,0.53,0.8
4241082,0.6,0.81,0.36999999999999994,0.88
58743899,0.88,0.81,0.6699999999999999,0.84
77267851,0.65,0.8,0.5700000000000001,0.87
98247978,0.88,0.66,0.6900000000000001,0.87
4252623,0.6,0.71,0.6799999999999999,0.62
61894494,0.84,0.63,0.74,0.7
70528350,0.62,0.73,0.45999999999999996,0.67
67142221,0.6,0.75,0.10999999999999999,0.67
11813826,0.8,0.86,0.73,0.68
97334764,0.71,0.8,0.52,0.67
74854624,0.88,0.75,0.41999999999999993,0.64
88728737,0.65,0.89,0.71,0.62
42376657,0.82,0.87,0.72,0.85
87653540,0.87,0.81,0.43999999999999995,0.66
49469783,0.7,0.84,0.6,0.75
55388635,0.71,0.82,0.45999999999999996,0.69
92347656,0.71,0.75,0.62,0.87
67378255,0.7,0.8,0.74,0.84
56087573,0.82,0.6,0.33,0.89
3278321,0.7,0.86,0.85,0.66
87976095,0.87,0.61,0.51,0.78
872249,0.78,0.75,0.81,0.66
31774193,0.69,0.88,0.36,0.9
93230243,0.78,0.69,0.73,0.78
64205128,0.7,0.81,0.6399999999999999,0.72
45667652,0.72,0.72,0.45999999999999996,0.63
83029220,0.82,0.65,0.45999999999999996,0.67
15372342,0.63,0.64,0.73,0.74
77981604,0.73,0.79,0.61,0.68
38704727,0.63,0.74,0.37999999999999995,0.6
83698994,0.85,0.68,0.5800000000000001,0.84
43928919,0.8,0.79,0.42,0.76
75040304,0.84,0.69,0.45999999999999996,0.61
47284778,0.75,0.81,0.74,0.77
47756171,0.63,0.85,0.34,0.84
80268080,0.73,0.8,0.39999999999999997,0.85
35481412,0.69,0.77,0.14,0.86
20182767,0.61,0.85,0.51,0.76
26315160,0.74,0.6,0.33999999999999997,0.82
96788220,0.7,0.79,0.31000000000000005,0.77
91188949,0.87,0.83,0.43,0.82
64040813,0.61,0.87,0.5900000000000001,0.78
14368702,0.66,0.72,0.55,0.89
73614225,0.68,0.89,0.65,0.87
7003455,0.75,0.67,0.23000000000000004,0.81
8891571,0.87,0.72,0.84,0.82
83558633,0.81,0.77,0.33999999999999997,0.74
77002405,0.83,0.81,0.26,0.6
63739006,0.66,0.74,0.81,0.68
62916372,0.69,0.61,0.23000000000000004,0.75
43191536,0.84,0.74,0.35000000000000003,0.62
15458309,0.85,0.85,0.59,0.64
23357555,0.83,0.8,0.6100000000000001,0.81
12315508,0.7,0.78,0.56,0.64
60369366,0.86,0.74,0.46,0.85
5355918,0.63,0.82,0.61,0.84
16059097,0.82,0.68,0.52,0.75
89213704,0.83,0.68,0.55,0.68
8949618,0.89,0.81,0.82,0.84
93172855,0.83,0.66,0.26,0.81
37663634,0.71,0.69,0.41,0.81
95313696,0.8,0.84,0.29,0.72
44349362,0.82,0.63,0.12,0.83
