Employee ID,Schedule Adherence,Schedule Variability,Error Rate,Performance Score
19012299,0.71,0.84,0.78,0.62
63181060,0.89,0.68,0.59,0.74
29101721,0.84,0.88,0.43000000000000005,0.63
32275632,0.71,0.75,0.66,0.87
30851361,0.69,0.87,0.69,0.79
30742312,0.81,0.84,0.5,0.74
4241082,0.64,0.89,0.4099999999999999,0.67
77267851,0.85,0.88,0.58,0.73
65181649,0.84,0.68,0.7000000000000001,0.83
9101847,0.7,0.79,0.39,0.81
83794476,0.74,0.88,0.36,0.69
4252623,0.73,0.77,0.81,0.64
11363336,0.77,0.81,0.57,0.65
70528350,0.61,0.83,0.52,0.87
67142221,0.67,0.78,0.31,0.71
97334764,0.88,0.72,0.77,0.65
74854624,0.75,0.65,0.75,0.85
87653540,0.79,0.7,0.6799999999999999,0.8
91282684,0.81,0.84,0.65,0.86
55388635,0.74,0.72,0.63,0.81
92347656,0.66,0.88,0.59,0.68
56087573,0.66,0.86,0.5,0.74
41970838,0.81,0.83,0.6000000000000001,0.83
87976095,0.63,0.72,0.61,0.73
31774193,0.88,0.88,0.66,0.73
45667652,0.63,0.84,0.5900000000000001,0.77
83029220,0.88,0.64,0.7899999999999999,0.63
77981604,0.78,0.85,0.5700000000000001,0.71
38704727,0.84,0.89,0.39,0.89
83698994,0.87,0.67,0.79,0.67
18892087,0.63,0.67,0.6799999999999999,0.77
43928919,0.89,0.73,0.6000000000000001,0.86
75040304,0.75,0.85,0.76,0.84
49772649,0.64,0.78,0.6,0.83
47756171,0.82,0.7,0.5700000000000001,0.68
80268080,0.72,0.87,0.59,0.85
35481412,0.66,0.66,0.52,0.83
20182767,0.68,0.89,0.79,0.63
26315160,0.68,0.81,0.44,0.87
96788220,0.74,0.65,0.55,0.75
66632539,0.77,0.78,0.89,0.84
91188949,0.87,0.67,0.62,0.83
64040813,0.71,0.65,0.86,0.7
75263693,0.79,0.78,0.64,0.62
13769361,0.83,0.65,0.72,0.63
14368702,0.88,0.8,0.75,0.78
7003455,0.81,0.84,0.54,0.87
83558633,0.62,0.81,0.38000000000000006,0.71
90834067,0.69,0.78,0.65,0.65
77002405,0.74,0.86,0.56,0.68
80541749,0.66,0.89,0.55,0.68
38374807,0.65,0.88,0.38000000000000006,0.62
70557677,0.79,0.86,0.77,0.63
62916372,0.66,0.69,0.45999999999999996,0.62
43191536,0.81,0.61,0.5499999999999999,0.61
23357555,0.67,0.68,0.51,0.84
12315508,0.64,0.86,0.47,0.67
60369366,0.77,0.84,0.72,0.83
89213704,0.72,0.78,0.77,0.61
93172855,0.85,0.62,0.45000000000000007,0.77
37663634,0.78,0.7,0.47,0.77
95313696,0.85,0.68,0.74,0.75
44349362,0.62,0.69,0.3,0.74
