Employee ID,Schedule Adherence,Schedule Variability,Error Rate,Performance Score
19012299,0.87,0.76,0.69,0.78
63181060,0.73,0.74,0.6499999999999999,0.87
29101721,0.86,0.66,0.37,0.61
32275632,0.68,0.74,0.57,0.78
72551668,0.66,0.71,0.74,0.83
30851361,0.61,0.63,0.76,0.69
30742312,0.74,0.81,0.5399999999999999,0.62
4241082,0.68,0.79,0.37999999999999995,0.64
77267851,0.61,0.61,0.55,0.7
83794476,0.68,0.83,0.5,0.9
95636457,0.83,0.72,0.87,0.8
4252623,0.72,0.68,0.84,0.8
11363336,0.82,0.79,0.47000000000000003,0.74
70528350,0.85,0.77,0.75,0.76
67142221,0.84,0.85,0.39999999999999997,0.71
97334764,0.84,0.75,0.72,0.79
74854624,0.61,0.7,0.6900000000000001,0.68
87653540,0.87,0.85,0.37,0.7
91282684,0.83,0.76,0.73,0.8
55388635,0.87,0.7,0.52,0.73
92347656,0.72,0.71,0.58,0.8
56087573,0.75,0.84,0.74,0.6
41970838,0.9,0.87,0.43000000000000005,0.76
87976095,0.71,0.6,0.6699999999999999,0.72
31774193,0.85,0.6,0.66,0.85
45667652,0.65,0.89,0.5700000000000001,0.89
83029220,0.79,0.6,0.53,0.76
77981604,0.84,0.74,0.73,0.63
38704727,0.66,0.81,0.55,0.85
83698994,0.66,0.85,0.6799999999999999,0.61
18892087,0.77,0.63,0.56,0.82
43928919,0.79,0.82,0.36999999999999994,0.74
75040304,0.66,0.68,0.53,0.7
47756171,0.79,0.82,0.48,0.88
80268080,0.8,0.67,0.47,0.8
35481412,0.71,0.82,0.49999999999999994,0.86
20182767,0.78,0.6,0.82,0.79
26315160,0.69,0.68,0.51,0.75
96788220,0.65,0.79,0.36999999999999994,0.85
66632539,0.69,0.64,0.6499999999999999,0.87
91188949,0.7,0.63,0.58,0.9
64040813,0.71,0.65,0.6599999999999999,0.87
75263693,0.71,0.72,0.69,0.61
13769361,0.65,0.66,0.5,0.83
14368702,0.84,0.74,0.6499999999999999,0.73
36619574,0.79,0.74,0.66,0.68
7003455,0.62,0.62,0.5599999999999999,0.76
83558633,0.69,0.65,0.29,0.74
90834067,0.89,0.84,0.75,0.69
77002405,0.63,0.67,0.53,0.61
80541749,0.89,0.64,0.73,0.86
