Employee ID,Schedule Adherence,Schedule Variability,Error Rate,Performance Score
19012299,0.64,0.74,0.56,0.68
29101721,0.6,0.67,0.16999999999999998,0.71
76868411,0.75,0.67,0.5599999999999999,0.71
32275632,0.63,0.86,0.31,0.63
72551668,0.78,0.87,0.53,0.68
30851361,0.78,0.73,0.39999999999999997,0.82
30742312,0.61,0.76,0.43,0.76
4241082,0.65,0.61,0.33999999999999997,0.85
58743899,0.55,0.76,0.6299999999999999,0.68
77267851,0.54,0.7,0.62,0.81
92906925,0.53,0.88,0.65,0.75
98247978,0.7100000000000001,0.74,0.45999999999999996,0.81
4252623,0.66,0.71,0.4,0.66
67142221,0.59,0.86,0.2799999999999999,0.89
37890587,0.7000000000000001,0.66,0.71,0.7
11813826,0.56,0.69,0.5499999999999999,0.83
97334764,0.66,0.8,0.49000000000000005,0.76
74854624,0.77,0.71,0.39999999999999997,0.64
88728737,0.59,0.87,0.49,0.81
42376657,0.77,0.84,0.6900000000000001,0.86
87653540,0.67,0.86,0.45,0.87
49469783,0.77,0.61,0.6699999999999999,0.81
55388635,0.74,0.9,0.2,0.84
92347656,0.52,0.62,0.55,0.67
56087573,0.63,0.83,0.4699999999999999,0.6
3278321,0.65,0.61,0.72,0.66
87976095,0.6900000000000001,0.65,0.54,0.78
31774193,0.79,0.82,0.45,0.61
93230243,0.52,0.63,0.7000000000000001,0.88
83029220,0.6900000000000001,0.65,0.59,0.82
15372342,0.63,0.79,0.6599999999999999,0.89
77981604,0.77,0.67,0.36000000000000004,0.63
38704727,0.73,0.74,0.32999999999999996,0.72
61643899,0.5,0.78,0.64,0.69
83698994,0.5800000000000001,0.73,0.42000000000000004,0.73
43928919,0.6900000000000001,0.74,0.35,0.77
75040304,0.5800000000000001,0.8,0.31,0.8
47756171,0.64,0.81,0.42,0.77
80268080,0.7100000000000001,0.64,0.43,0.7
35481412,0.6,0.78,0.15000000000000002,0.69
20182767,0.63,0.78,0.66,0.66
26315160,0.59,0.84,0.22999999999999998,0.62
96788220,0.7000000000000001,0.71,0.30999999999999994,0.86
91188949,0.56,0.68,0.48999999999999994,0.83
64040813,0.52,0.88,0.55,0.69
14368702,0.6900000000000001,0.85,0.43000000000000005,0.72
73614225,0.65,0.86,0.5,0.78
7003455,0.7100000000000001,0.66,0.34,0.8
8891571,0.65,0.64,0.6,0.75
83558633,0.72,0.68,0.28,0.7
77002405,0.7000000000000001,0.73,0.15999999999999992,0.87
63739006,0.7000000000000001,0.65,0.57,0.65
62916372,0.51,0.87,0.17000000000000004,0.61
42213779,0.75,0.66,0.66,0.6
43191536,0.6900000000000001,0.84,0.25,0.84
15458309,0.73,0.76,0.79,0.68
23357555,0.77,0.86,0.38999999999999996,0.7
12315508,0.6900000000000001,0.8,0.45999999999999996,0.89
60369366,0.63,0.61,0.47000000000000003,0.73
5355918,0.56,0.76,0.49,0.81
16059097,0.55,0.62,0.48,0.75
89213704,0.5800000000000001,0.71,0.44999999999999996,0.85
93172855,0.61,0.62,0.2,0.78
37663634,0.62,0.7,0.16999999999999998,0.71
95313696,0.59,0.81,0.29,0.87
88227304,0.6900000000000001,0.63,0.61,0.73
28280206,0.54,0.82,0.6599999999999999,0.64
5288945,0.54,0.67,0.31000000000000005,0.7
55692630,0.79,0.74,0.4600000000000001,0.77
65759023,0.68,0.66,0.6299999999999999,0.77
42916050,0.77,0.68,0.45999999999999996,0.77
32862210,0.68,0.76,0.20999999999999996,0.75
90042683,0.51,0.77,0.39,0.79
13740580,0.6,0.87,0.29,0.81
65390880,0.78,0.77,0.82,0.83
90814701,0.65,0.64,0.52,0.62
66755909,0.54,0.71,0.53,0.72
33875272,0.65,0.79,0.5700000000000001,0.62
43537935,0.53,0.85,0.66,0.63
