Employee ID,Schedule Adherence,Schedule Variability,Error Rate,Performance Score
4241082,0.79,0.68,0.6,0.76
83794476,0.72,0.7,0.64,0.62
67142221,0.73,0.89,0.7799999999999999,0.82
84323223,0.7100000000000001,0.85,0.64,0.7
38704727,0.61,0.62,0.85,0.63
43928919,0.79,0.81,0.59,0.75
35481412,0.67,0.67,0.73,0.73
26315160,0.54,0.62,0.6,0.64
96788220,0.79,0.87,0.82,0.84
83558633,0.62,0.86,0.59,0.8
72374754,0.7000000000000001,0.73,0.71,0.71
77002405,0.74,0.69,0.7,0.82
38374807,0.65,0.87,0.82,0.73
62916372,0.61,0.84,0.73,0.78
44349362,0.5700000000000001,0.7,0.8099999999999999,0.73
41542844,0.72,0.81,0.63,0.81
32862210,0.76,0.8,0.59,0.7
90042683,0.53,0.86,0.9,0.77
26000524,0.74,0.75,0.59,0.67
36912023,0.75,0.62,0.78,0.78
48816329,0.56,0.83,0.72,0.63
40305911,0.8,0.71,0.84,0.63
83650069,0.73,0.87,0.82,0.84
36850197,0.75,0.89,0.6799999999999999,0.8
856025,0.64,0.64,0.7,0.81
52523473,0.77,0.7,0.67,0.66
52342587,0.54,0.8,0.87,0.65
91471635,0.75,0.73,0.89,0.84
49512273,0.79,0.68,0.77,0.69
22969841,0.5800000000000001,0.65,0.73,0.7
97332903,0.79,0.69,0.75,0.63
63584864,0.65,0.74,0.72,0.85
88610234,0.61,0.8,0.69,0.77
43038944,0.75,0.85,0.73,0.76
33511113,0.73,0.66,0.6,0.74
4308422,0.72,0.77,0.77,0.7
34834492,0.59,0.73,0.58,0.64
51399350,0.62,0.78,0.63,0.78
70499223,0.6900000000000001,0.64,0.71,0.73
17748718,0.53,0.78,0.75,0.69
57566436,0.66,0.74,0.75,0.61
58475514,0.5700000000000001,0.61,0.78,0.88
86126772,0.54,0.71,0.57,0.64
37991563,0.59,0.75,0.75,0.64
38649602,0.62,0.64,0.84,0.64
43407576,0.5,0.76,0.7,0.85
24799224,0.77,0.71,0.73,0.76
95550785,0.51,0.66,0.8,0.88
93144505,0.53,0.62,0.8099999999999999,0.68
60012728,0.78,0.66,0.6799999999999999,0.72
7809404,0.79,0.65,0.62,0.65
86923748,0.68,0.82,0.73,0.79
99529224,0.59,0.7,0.71,0.86
93478749,0.72,0.8,0.62,0.67
17492441,0.78,0.62,0.86,0.62
72494409,0.67,0.71,0.84,0.84
47395085,0.76,0.87,0.65,0.84
98557884,0.55,0.74,0.72,0.65
84214383,0.73,0.75,0.86,0.83
48219002,0.6900000000000001,0.66,0.6599999999999999,0.84
78337535,0.7100000000000001,0.66,0.72,0.83
54406549,0.68,0.85,0.6699999999999999,0.64
78461804,0.67,0.73,0.7,0.69
96446635,0.56,0.89,0.6499999999999999,0.63
24148005,0.78,0.87,0.87,0.71
73569940,0.67,0.88,0.72,0.74
67353074,0.8,0.81,0.5599999999999999,0.62
91699286,0.72,0.87,0.59,0.75
11063274,0.65,0.72,0.74,0.89
57467611,0.75,0.68,0.63,0.88
33734436,0.56,0.71,0.84,0.65
99886166,0.65,0.87,0.6599999999999999,0.78
48307309,0.7000000000000001,0.71,0.6499999999999999,0.89
92118814,0.7100000000000001,0.9,0.69,0.63
96605084,0.51,0.73,0.89,0.63
54502487,0.67,0.76,0.71,0.77
77736263,0.5800000000000001,0.67,0.74,0.74
27476060,0.63,0.81,0.84,0.66
99937040,0.78,0.77,0.73,0.77
75694716,0.67,0.81,0.6699999999999999,0.77
74426457,0.61,0.76,0.83,0.78
46698402,0.6900000000000001,0.81,0.7,0.68
78387435,0.75,0.8,0.85,0.63
77356704,0.76,0.76,0.8099999999999999,0.82
14271533,0.62,0.61,0.61,0.63
908301,0.63,0.66,0.7999999999999999,0.75
95004804,0.65,0.61,0.76,0.67
91685111,0.75,0.88,0.6799999999999999,0.62
37215200,0.61,0.77,0.6,0.62
2828533,0.5700000000000001,0.61,0.64,0.69
45439044,0.65,0.7,0.86,0.61
12527881,0.53,0.7,0.65,0.69
37393470,0.7100000000000001,0.6,0.72,0.71
25574405,0.59,0.8,0.6799999999999999,0.76
91723098,0.59,0.65,0.7,0.75
7390557,0.52,0.84,0.6799999999999999,0.66
61694017,0.76,0.75,0.86,0.8
75432782,0.5700000000000001,0.78,0.76,0.87
53358891,0.75,0.75,0.62,0.87
10846332,0.7000000000000001,0.89,0.63,0.8
95138091,0.51,0.83,0.64,0.83
84597105,0.62,0.76,0.7699999999999999,0.68
77161841,0.55,0.67,0.74,0.61
19820882,0.72,0.86,0.6499999999999999,0.74
63820569,0.54,0.68,0.82,0.69
83070163,0.64,0.86,0.63,0.73
67498994,0.78,0.64,0.82,0.79
90873910,0.5700000000000001,0.82,0.64,0.71
82012823,0.73,0.88,0.76,0.65
43443712,0.54,0.73,0.69,0.75
581019,0.77,0.9,0.69,0.66
3590175,0.7000000000000001,0.8,0.58,0.74
22747609,0.51,0.84,0.7,0.86
67382795,0.53,0.84,0.82,0.82
70162054,0.67,0.9,0.63,0.82
11680626,0.76,0.64,0.62,0.85
69109208,0.68,0.89,0.71,0.78
72433030,0.61,0.64,0.76,0.67
92926763,0.51,0.79,0.78,0.83
60721530,0.6900000000000001,0.61,0.5599999999999999,0.84
86779970,0.55,0.67,0.72,0.76
65389590,0.75,0.68,0.6699999999999999,0.68
50885460,0.72,0.69,0.68,0.69
99952634,0.74,0.78,0.78,0.88
73458777,0.65,0.73,0.61,0.84
37715269,0.56,0.84,0.72,0.66
21983568,0.7000000000000001,0.71,0.76,0.79
99333106,0.75,0.86,0.71,0.7
82074795,0.5700000000000001,0.78,0.89,0.62
57213477,0.76,0.89,0.6599999999999999,0.63
15541048,0.76,0.73,0.6799999999999999,0.71
87260864,0.72,0.71,0.84,0.85
54299437,0.51,0.74,0.7999999999999999,0.74
5858242,0.61,0.79,0.79,0.67
27125190,0.5700000000000001,0.87,0.66,0.72
19120003,0.73,0.8,0.7,0.61
56878966,0.56,0.83,0.6499999999999999,0.83
75825318,0.52,0.82,0.7899999999999999,0.62
7324145,0.77,0.73,0.84,0.64
882217,0.78,0.79,0.61,0.61
31409455,0.79,0.74,0.88,0.76
91890865,0.55,0.64,0.69,0.89
33064093,0.79,0.72,0.69,0.89
85342495,0.8,0.81,0.74,0.73
90010235,0.5,0.74,0.77,0.89
38163379,0.74,0.76,0.74,0.84
21336921,0.78,0.82,0.73,0.74
62697509,0.79,0.77,0.59,0.65
7188131,0.67,0.7,0.83,0.62
3785822,0.79,0.64,0.85,0.69
99098266,0.6900000000000001,0.76,0.65,0.6
59467024,0.67,0.64,0.71,0.66
69305457,0.6900000000000001,0.72,0.6599999999999999,0.75
11553191,0.62,0.86,0.77,0.62
20981382,0.78,0.85,0.8099999999999999,0.83
62654865,0.75,0.85,0.82,0.66
17120236,0.5700000000000001,0.81,0.6799999999999999,0.85
81121401,0.68,0.85,0.79,0.71
50040551,0.59,0.8,0.59,0.62
46309455,0.53,0.82,0.69,0.81
28210243,0.7000000000000001,0.68,0.69,0.7
90517272,0.76,0.66,0.72,0.71
87550054,0.78,0.74,0.64,0.78
65181766,0.52,0.6,0.63,0.6
86888740,0.56,0.72,0.7799999999999999,0.85
27726347,0.65,0.86,0.6499999999999999,0.88
21288467,0.56,0.77,0.61,0.9
77210586,0.6900000000000001,0.67,0.82,0.85
56925501,0.79,0.66,0.76,0.79
76286725,0.68,0.63,0.65,0.81
81594978,0.59,0.86,0.63,0.75
