Employee ID,Schedule Adherence,Schedule Variability,Error Rate,Performance Score
67142221,0.72,0.82,0.68,0.77
96788220,0.67,0.88,0.89,0.63
41542844,0.64,0.9,0.76,0.75
32862210,0.64,0.74,0.88,0.79
40305911,0.77,0.71,0.9,0.79
36850197,0.67,0.62,0.78,0.61
34834492,0.84,0.61,0.79,0.76
70499223,0.74,0.73,0.66,0.82
17748718,0.7,0.88,0.76,0.63
57566436,0.82,0.85,0.8,0.65
86126772,0.73,0.73,0.86,0.86
48219002,0.76,0.73,0.75,0.68
96446635,0.64,0.72,0.73,0.81
67353074,0.89,0.62,0.86,0.88
48307309,0.84,0.7,0.73,0.72
92118814,0.75,0.66,0.68,0.86
77736263,0.76,0.84,0.73,0.8
27476060,0.84,0.63,0.72,0.68
74426457,0.86,0.78,0.89,0.62
46698402,0.85,0.81,0.61,0.86
95004804,0.89,0.7,0.88,0.69
91685111,0.86,0.73,0.79,0.88
10846332,0.64,0.63,0.7,0.77
84597105,0.85,0.74,0.83,0.84
19820882,0.67,0.77,0.87,0.87
63820569,0.61,0.87,0.72,0.72
22747609,0.71,0.65,0.68,0.69
72433030,0.6,0.85,0.63,0.89
60721530,0.7,0.78,0.75,0.72
73458777,0.87,0.84,0.62,0.9
21983568,0.68,0.83,0.84,0.73
54299437,0.67,0.67,0.61,0.84
85342495,0.73,0.75,0.86,0.77
65181766,0.9,0.74,0.83,0.73
21288467,0.65,0.86,0.78,0.67
81594978,0.65,0.73,0.63,0.9
93702684,0.89,0.65,0.72,0.7
58959862,0.62,0.87,0.63,0.89
89945022,0.63,0.7,0.84,0.88
76723897,0.85,0.88,0.86,0.62
70030621,0.9,0.89,0.77,0.66
13613511,0.79,0.85,0.78,0.87
13769081,0.62,0.7,0.88,0.67
36231956,0.68,0.9,0.82,0.74
70794455,0.69,0.83,0.63,0.88
47354168,0.9,0.84,0.67,0.63
36231784,0.62,0.72,0.81,0.67
64294444,0.86,0.65,0.85,0.82
28682517,0.86,0.7,0.81,0.83
98981330,0.68,0.88,0.85,0.67
4441336,0.69,0.65,0.7,0.85
84992097,0.86,0.78,0.68,0.89
25758532,0.74,0.62,0.72,0.79
90120564,0.66,0.61,0.9,0.65
56324903,0.73,0.89,0.81,0.75
77340612,0.74,0.63,0.65,0.9
56463254,0.85,0.85,0.86,0.7
77110686,0.75,0.89,0.85,0.63
84586330,0.64,0.84,0.71,0.65
66627416,0.76,0.66,0.87,0.66
34675474,0.6,0.8,0.74,0.81
49716993,0.78,0.69,0.9,0.81
19505653,0.79,0.86,0.87,0.82
21461371,0.88,0.83,0.71,0.7
60549062,0.72,0.85,0.63,0.64
6159130,0.64,0.67,0.89,0.81
73815116,0.74,0.68,0.79,0.89
97202722,0.7,0.7,0.86,0.79
78567057,0.88,0.66,0.6,0.88
75495760,0.66,0.89,0.64,0.89
52938642,0.74,0.72,0.72,0.67
48678897,0.67,0.82,0.82,0.86
44039204,0.81,0.87,0.84,0.79
3527783,0.74,0.82,0.87,0.62
53051355,0.7,0.89,0.78,0.73
27101147,0.85,0.85,0.89,0.88
13652917,0.77,0.82,0.73,0.74
67480449,0.79,0.64,0.79,0.81
45063531,0.84,0.82,0.62,0.88
78213974,0.85,0.86,0.67,0.61
96102526,0.61,0.86,0.61,0.8
48657118,0.68,0.61,0.85,0.66
67215279,0.88,0.69,0.7,0.72
59460087,0.73,0.84,0.81,0.63
43639159,0.66,0.85,0.71,0.74
65679048,0.79,0.64,0.83,0.83
34850981,0.67,0.77,0.65,0.78
66960099,0.65,0.84,0.65,0.68
39092161,0.76,0.86,0.61,0.83
69782528,0.72,0.85,0.81,0.71
38668784,0.74,0.72,0.69,0.77
69961133,0.89,0.89,0.77,0.63
49181805,0.73,0.83,0.65,0.8
