Employee ID,Schedule Adherence,Schedule Variability,Error Rate,Performance Score
15759275,0.77,0.81,0.5900000000000001,0.88
19012299,0.62,0.63,0.72,0.71
63181060,0.77,0.61,0.47,0.84
29101721,0.56,0.9,0.43,0.85
32275632,0.65,0.66,0.55,0.8
72551668,0.61,0.73,0.79,0.62
30851361,0.66,0.69,0.44999999999999996,0.8
30742312,0.66,0.7,0.62,0.76
4241082,0.77,0.87,0.35,0.88
77267851,0.8,0.69,0.68,0.78
98247978,0.75,0.87,0.74,0.77
4252623,0.52,0.67,0.66,0.65
11363336,0.78,0.66,0.44999999999999996,0.84
70528350,0.53,0.82,0.42,0.63
67142221,0.62,0.85,0.39999999999999997,0.82
11813826,0.76,0.75,0.71,0.86
97334764,0.67,0.78,0.69,0.73
74854624,0.67,0.66,0.56,0.83
88728737,0.77,0.81,0.6599999999999999,0.86
87653540,0.65,0.89,0.32,0.84
91282684,0.6900000000000001,0.77,0.51,0.86
55388635,0.56,0.79,0.55,0.61
92347656,0.63,0.67,0.45,0.86
67378255,0.51,0.78,0.67,0.72
56087573,0.72,0.64,0.39,0.84
87976095,0.8,0.64,0.47,0.76
31774193,0.51,0.6,0.5900000000000001,0.77
45667652,0.6,0.73,0.5599999999999999,0.65
771826,0.67,0.64,0.75,0.65
83029220,0.61,0.66,0.72,0.77
77981604,0.63,0.66,0.71,0.86
38704727,0.79,0.64,0.45999999999999996,0.69
83698994,0.59,0.89,0.67,0.71
43928919,0.7100000000000001,0.85,0.49,0.69
75040304,0.5700000000000001,0.65,0.6799999999999999,0.8
47284778,0.8,0.73,0.7799999999999999,0.81
47756171,0.64,0.73,0.6199999999999999,0.88
80268080,0.56,0.88,0.5700000000000001,0.75
35481412,0.79,0.61,0.22999999999999998,0.69
20182767,0.54,0.84,0.54,0.69
26315160,0.54,0.79,0.43,0.81
96788220,0.56,0.69,0.27999999999999997,0.77
91188949,0.6900000000000001,0.83,0.5,0.76
64040813,0.59,0.77,0.6,0.61
13769361,0.78,0.69,0.6599999999999999,0.62
14368702,0.79,0.63,0.54,0.85
73614225,0.52,0.61,0.6200000000000001,0.86
7003455,0.75,0.73,0.41,0.68
83558633,0.52,0.67,0.27,0.73
77002405,0.64,0.61,0.46,0.85
80541749,0.64,0.72,0.63,0.74
63739006,0.6900000000000001,0.85,0.61,0.67
70557677,0.5800000000000001,0.71,0.6200000000000001,0.73
62916372,0.59,0.82,0.51,0.84
43191536,0.61,0.61,0.41000000000000003,0.62
23357555,0.6900000000000001,0.63,0.4600000000000001,0.63
12315508,0.74,0.85,0.51,0.85
60369366,0.73,0.65,0.66,0.85
5355918,0.68,0.62,0.58,0.89
16059097,0.76,0.77,0.62,0.86
89213704,0.7100000000000001,0.75,0.5,0.78
93172855,0.6900000000000001,0.62,0.35000000000000003,0.85
37663634,0.67,0.64,0.4799999999999999,0.88
95313696,0.72,0.77,0.44000000000000006,0.88
44349362,0.6,0.84,0.45999999999999996,0.64
73905990,0.7000000000000001,0.6,0.6699999999999999,0.86
5288945,0.6900000000000001,0.82,0.38,0.85
55692630,0.6,0.62,0.56,0.78
65759023,0.51,0.65,0.72,0.9
42916050,0.61,0.82,0.49,0.62
41542844,0.53,0.66,0.37000000000000005,0.88
32862210,0.61,0.71,0.37000000000000005,0.75
90042683,0.7000000000000001,0.77,0.25,0.9
13740580,0.51,0.89,0.35000000000000003,0.78
90814701,0.8,0.64,0.6799999999999999,0.73
65846625,0.73,0.66,0.6,0.88
66755909,0.51,0.84,0.56,0.76
79328733,0.76,0.84,0.8099999999999999,0.79
613381,0.77,0.9,0.34,0.73
62816685,0.66,0.9,0.6499999999999999,0.66
67005686,0.63,0.62,0.58,0.61
32342203,0.52,0.63,0.44999999999999996,0.65
65998331,0.51,0.61,0.89,0.61
39597486,0.76,0.63,0.72,0.71
86213227,0.5,0.66,0.82,0.78
95532643,0.7000000000000001,0.71,0.54,0.72
95232913,0.7100000000000001,0.89,0.47,0.83
11037000,0.7100000000000001,0.71,0.63,0.84
26000524,0.59,0.69,0.26,0.69
36912023,0.53,0.85,0.27,0.71
73140808,0.59,0.79,0.6,0.7
48816329,0.76,0.82,0.42000000000000004,0.87
40305911,0.75,0.84,0.22000000000000003,0.7
13542128,0.77,0.68,0.57,0.89
7507865,0.56,0.87,0.75,0.86
99063778,0.56,0.75,0.77,0.7
30884938,0.79,0.9,0.51,0.69
46612336,0.51,0.63,0.38,0.64
39000920,0.63,0.74,0.52,0.69
49797532,0.74,0.72,0.85,0.63
38285149,0.67,0.74,0.74,0.63
15151445,0.7000000000000001,0.67,0.66,0.64
92495743,0.56,0.87,0.68,0.86
43299560,0.64,0.6,0.72,0.76
95658505,0.68,0.62,0.33,0.81
74912499,0.61,0.68,0.39,0.79
55825347,0.63,0.66,0.54,0.61
91064884,0.55,0.69,0.5,0.88
83650069,0.76,0.62,0.4,0.72
86750369,0.61,0.63,0.62,0.73
69519113,0.56,0.82,0.73,0.69
16888276,0.66,0.81,0.39,0.8
28737175,0.63,0.83,0.45999999999999996,0.69
25921442,0.72,0.77,0.76,0.69
63502928,0.52,0.8,0.64,0.85
86525669,0.55,0.73,0.43000000000000005,0.82
36960685,0.6900000000000001,0.85,0.56,0.61
856025,0.76,0.87,0.49,0.85
53747465,0.63,0.83,0.81,0.64
66034588,0.51,0.77,0.74,0.62
40446608,0.7000000000000001,0.84,0.54,0.84
19310254,0.75,0.86,0.49,0.72
29013197,0.75,0.71,0.73,0.89
12243984,0.75,0.89,0.65,0.84
30838738,0.54,0.89,0.6000000000000001,0.83
822925,0.74,0.6,0.68,0.74
74270584,0.5800000000000001,0.71,0.53,0.66
6164432,0.67,0.8,0.63,0.81
62363360,0.73,0.71,0.7,0.66
18536763,0.5700000000000001,0.71,0.42,0.89
93076128,0.54,0.68,0.5599999999999999,0.71
48039456,0.74,0.71,0.5900000000000001,0.76
76778236,0.78,0.9,0.51,0.68
76010331,0.52,0.66,0.56,0.87
39945151,0.67,0.87,0.63,0.78
78378722,0.7000000000000001,0.71,0.71,0.76
46315280,0.6900000000000001,0.63,0.61,0.73
91152881,0.72,0.87,0.6399999999999999,0.85
73245899,0.5800000000000001,0.7,0.3499999999999999,0.83
87909065,0.56,0.64,0.54,0.82
3908069,0.61,0.88,0.61,0.86
91610493,0.77,0.78,0.5700000000000001,0.87
53156841,0.63,0.75,0.78,0.67
97332903,0.74,0.72,0.4099999999999999,0.63
35495030,0.54,0.86,0.41000000000000003,0.89
27868463,0.67,0.63,0.6499999999999999,0.83
88610234,0.6,0.67,0.45999999999999996,0.77
38508908,0.64,0.82,0.5,0.61
43038944,0.75,0.66,0.36,0.79
33634473,0.61,0.89,0.61,0.75
68371273,0.7100000000000001,0.76,0.54,0.75
86977838,0.63,0.63,0.42000000000000004,0.74
84328499,0.78,0.71,0.29000000000000004,0.64
59895767,0.64,0.67,0.77,0.84
34152670,0.75,0.67,0.63,0.76
38141361,0.51,0.62,0.67,0.68
18358199,0.5800000000000001,0.64,0.42999999999999994,0.62
33511113,0.72,0.83,0.4,0.67
5668333,0.5800000000000001,0.65,0.38,0.82
51401478,0.78,0.6,0.65,0.68
55548634,0.65,0.65,0.61,0.74
10760290,0.59,0.82,0.64,0.88
5095408,0.62,0.83,0.53,0.68
9863757,0.66,0.73,0.43000000000000005,0.68
11375217,0.66,0.67,0.57,0.8
69273351,0.53,0.75,0.77,0.64
86300903,0.78,0.73,0.55,0.64
93717533,0.51,0.85,0.34,0.66
21810618,0.7100000000000001,0.8,0.59,0.62
86838850,0.65,0.82,0.26,0.84
34834492,0.59,0.86,0.32,0.83
28765354,0.6900000000000001,0.79,0.56,0.75
56813150,0.7100000000000001,0.73,0.6200000000000001,0.76
26320003,0.64,0.76,0.38,0.73
86688656,0.64,0.9,0.8099999999999999,0.73
78762522,0.75,0.66,0.54,0.85
51399350,0.6900000000000001,0.7,0.43999999999999995,0.86
23306945,0.6,0.89,0.6,0.63
32725928,0.54,0.64,0.45000000000000007,0.72
9067691,0.77,0.7,0.63,0.9
62464470,0.65,0.67,0.81,0.67
65082046,0.72,0.72,0.59,0.72
77926230,0.8,0.86,0.6,0.66
76667842,0.63,0.63,0.43,0.86
79211058,0.72,0.75,0.7200000000000001,0.74
50598852,0.6900000000000001,0.67,0.78,0.72
74888555,0.53,0.62,0.59,0.74
67292381,0.73,0.79,0.54,0.86
63272043,0.73,0.83,0.87,0.83
92511087,0.56,0.6,0.71,0.69
8041392,0.68,0.81,0.56,0.88
57566436,0.74,0.69,0.45,0.61
52623674,0.55,0.61,0.44,0.69
97077010,0.5800000000000001,0.85,0.51,0.75
58883854,0.65,0.66,0.7,0.78
52089787,0.59,0.63,0.67,0.89
84216002,0.78,0.66,0.6599999999999999,0.81
83370584,0.78,0.72,0.59,0.89
14260595,0.64,0.67,0.52,0.86
26885205,0.7000000000000001,0.7,0.39,0.89
56581474,0.55,0.72,0.4,0.7
53094169,0.72,0.8,0.3,0.7
7221209,0.63,0.67,0.33999999999999997,0.66
42539472,0.63,0.81,0.42,0.85
32737442,0.65,0.75,0.51,0.88
4652376,0.77,0.75,0.49,0.75
82631442,0.79,0.66,0.26,0.63
78703006,0.6900000000000001,0.78,0.59,0.81
72109614,0.7000000000000001,0.69,0.6699999999999999,0.78
5997258,0.61,0.84,0.59,0.65
85735669,0.7100000000000001,0.76,0.79,0.63
60210271,0.55,0.65,0.54,0.63
2185247,0.78,0.6,0.84,0.87
66943779,0.63,0.71,0.33,0.78
45901508,0.67,0.69,0.51,0.83
13115342,0.62,0.63,0.6799999999999999,0.6
37991563,0.56,0.88,0.30999999999999994,0.7
8244187,0.53,0.89,0.36,0.72
59118722,0.6900000000000001,0.84,0.78,0.63
31491129,0.6900000000000001,0.63,0.6000000000000001,0.61
47288137,0.74,0.88,0.49000000000000005,0.71
36439767,0.53,0.86,0.59,0.82
29219320,0.61,0.86,0.53,0.78
17463801,0.6,0.78,0.35,0.86
16469782,0.78,0.72,0.53,0.74
