Employee ID,Schedule Adherence,Schedule Variability,Error Rate,Performance Score
67142221,0.77,0.86,0.64,0.76
26315160,0.72,0.79,0.73,0.61
96788220,0.72,0.63,0.79,0.88
72374754,0.71,0.84,0.61,0.88
77002405,0.84,0.79,0.63,0.76
44349362,0.84,0.78,0.71,0.63
41542844,0.71,0.76,0.59,0.75
32862210,0.82,0.73,0.62,0.74
26000524,0.6,0.62,0.66,0.72
40305911,0.66,0.64,0.8099999999999999,0.65
83650069,0.86,0.66,0.72,0.71
36850197,0.86,0.62,0.61,0.79
49512273,0.9,0.73,0.6,0.68
22969841,0.7,0.65,0.72,0.77
97332903,0.64,0.88,0.62,0.85
63584864,0.69,0.73,0.77,0.6
4308422,0.64,0.67,0.74,0.63
34834492,0.88,0.81,0.8099999999999999,0.64
70499223,0.89,0.71,0.82,0.64
17748718,0.65,0.84,0.82,0.66
57566436,0.69,0.78,0.8099999999999999,0.79
86126772,0.7,0.81,0.87,0.66
93144505,0.89,0.62,0.63,0.88
99529224,0.82,0.79,0.68,0.9
17492441,0.66,0.84,0.84,0.76
72494409,0.72,0.87,0.73,0.6
98557884,0.62,0.76,0.76,0.86
84214383,0.7,0.8,0.69,0.69
48219002,0.79,0.63,0.61,0.89
78461804,0.64,0.69,0.72,0.89
96446635,0.77,0.75,0.66,0.63
73569940,0.71,0.85,0.6,0.7
67353074,0.81,0.73,0.84,0.68
91699286,0.87,0.63,0.76,0.8
11063274,0.81,0.79,0.67,0.72
57467611,0.81,0.66,0.69,0.7
33734436,0.88,0.67,0.77,0.77
99886166,0.6,0.74,0.64,0.61
48307309,0.85,0.83,0.84,0.82
92118814,0.7,0.9,0.66,0.76
77736263,0.62,0.64,0.71,0.75
27476060,0.71,0.6,0.61,0.9
99937040,0.73,0.73,0.75,0.7
75694716,0.73,0.66,0.82,0.85
74426457,0.68,0.68,0.85,0.64
46698402,0.84,0.61,0.71,0.69
77356704,0.64,0.82,0.59,0.83
908301,0.77,0.6,0.65,0.68
95004804,0.66,0.82,0.61,0.8
91685111,0.76,0.65,0.71,0.82
37215200,0.7,0.68,0.83,0.74
2828533,0.67,0.66,0.67,0.86
45439044,0.64,0.69,0.75,0.76
91723098,0.89,0.85,0.79,0.82
7390557,0.87,0.65,0.87,0.85
10846332,0.86,0.67,0.59,0.89
95138091,0.65,0.88,0.67,0.72
84597105,0.77,0.66,0.75,0.75
19820882,0.63,0.88,0.85,0.7
63820569,0.86,0.86,0.79,0.82
67498994,0.64,0.65,0.61,0.8
82012823,0.79,0.65,0.8099999999999999,0.61
3590175,0.82,0.6,0.64,0.8
22747609,0.68,0.89,0.88,0.66
72433030,0.8,0.76,0.77,0.77
60721530,0.71,0.83,0.64,0.85
65389590,0.84,0.64,0.69,0.82
73458777,0.67,0.66,0.69,0.77
37715269,0.79,0.66,0.85,0.75
21983568,0.82,0.88,0.76,0.78
73793390,0.74,0.81,0.69,0.81
99333106,0.85,0.81,0.86,0.69
57213477,0.69,0.7,0.8,0.78
87260864,0.75,0.66,0.86,0.77
54299437,0.86,0.65,0.64,0.75
56878966,0.76,0.8,0.62,0.89
75825318,0.72,0.67,0.69,0.84
882217,0.84,0.78,0.63,0.68
91890865,0.63,0.75,0.6799999999999999,0.84
33064093,0.74,0.83,0.8,0.68
85342495,0.77,0.62,0.79,0.8
62697509,0.87,0.88,0.72,0.79
3785822,0.9,0.72,0.63,0.65
69305457,0.9,0.74,0.79,0.79
11553191,0.68,0.78,0.61,0.71
17120236,0.67,0.63,0.74,0.68
50040551,0.71,0.65,0.76,0.67
28210243,0.8,0.7,0.85,0.63
65181766,0.81,0.65,0.79,0.87
86888740,0.85,0.78,0.89,0.75
27726347,0.61,0.77,0.72,0.89
21288467,0.85,0.8,0.71,0.65
77210586,0.77,0.76,0.66,0.83
81594978,0.69,0.63,0.69,0.84
93702684,0.85,0.77,0.7999999999999999,0.66
58959862,0.78,0.71,0.62,0.78
89945022,0.84,0.79,0.65,0.74
76723897,0.66,0.7,0.78,0.65
70107943,0.61,0.88,0.62,0.82
72494409,0.81,0.81,0.74,0.73
70030621,0.68,0.85,0.8099999999999999,0.73
43796106,0.9,0.85,0.88,0.66
59809599,0.6,0.62,0.62,0.63
13613511,0.79,0.68,0.61,0.76
26661904,0.64,0.83,0.74,0.89
51157709,0.62,0.81,0.73,0.62
13769081,0.63,0.67,0.75,0.8
50103799,0.68,0.85,0.7,0.68
36231956,0.77,0.77,0.84,0.78
12657433,0.69,0.87,0.77,0.79
70794455,0.8,0.64,0.62,0.74
35769505,0.65,0.62,0.64,0.87
47354168,0.69,0.69,0.6,0.65
15686845,0.65,0.8,0.85,0.85
35400992,0.75,0.79,0.87,0.79
36231784,0.61,0.63,0.7999999999999999,0.7
64294444,0.81,0.67,0.61,0.77
24159254,0.63,0.61,0.79,0.77
28682517,0.65,0.72,0.83,0.64
98981330,0.86,0.65,0.77,0.68
78326060,0.8,0.77,0.84,0.79
60850539,0.87,0.72,0.86,0.63
67798791,0.7,0.75,0.6,0.73
4441336,0.73,0.62,0.86,0.83
1711196,0.82,0.71,0.8,0.78
65893963,0.89,0.7,0.79,0.85
10327694,0.72,0.64,0.79,0.65
84992097,0.86,0.77,0.73,0.84
1523453,0.75,0.75,0.87,0.8
25758532,0.76,0.84,0.66,0.83
90120564,0.76,0.88,0.6,0.65
56324903,0.64,0.68,0.7,0.71
24800997,0.87,0.66,0.75,0.81
90625495,0.64,0.64,0.69,0.72
