Employee ID,Schedule Adherence,Schedule Variability,Error Rate,Performance Score
29101721,0.65,0.7,0.82,0.87
32275632,0.66,0.73,0.82,0.81
4241082,0.81,0.89,0.78,0.61
9101847,0.7,0.65,0.75,0.88
83794476,0.68,0.81,0.55,0.77
67142221,0.74,0.77,0.63,0.88
84323223,0.73,0.89,0.8200000000000001,0.62
55388635,0.6,0.87,0.75,0.65
41970838,0.76,0.77,0.84,0.72
38704727,0.69,0.69,0.8200000000000001,0.64
43928919,0.62,0.82,0.76,0.68
35481412,0.67,0.87,0.64,0.61
26315160,0.77,0.63,0.54,0.72
96788220,0.79,0.64,0.57,0.73
7003455,0.8,0.75,0.58,0.72
83558633,0.69,0.63,0.5900000000000001,0.88
77002405,0.63,0.74,0.64,0.85
38374807,0.71,0.89,0.63,0.85
62916372,0.69,0.78,0.54,0.84
65314743,0.78,0.61,0.78,0.85
93172855,0.68,0.73,0.85,0.71
37663634,0.78,0.89,0.85,0.69
44349362,0.75,0.79,0.66,0.88
41542844,0.8,0.85,0.71,0.77
32862210,0.6,0.67,0.48,0.89
90042683,0.65,0.74,0.76,0.71
13740580,0.76,0.88,0.65,0.6
613381,0.79,0.74,0.7,0.69
79089902,0.75,0.64,0.8,0.71
95532643,0.82,0.85,0.69,0.71
95232913,0.61,0.81,0.6799999999999999,0.8
26000524,0.72,0.76,0.63,0.7
36912023,0.66,0.9,0.7100000000000001,0.72
48816329,0.89,0.85,0.6900000000000001,0.84
40305911,0.68,0.76,0.66,0.72
41374958,0.69,0.65,0.81,0.67
95658505,0.83,0.85,0.63,0.9
83650069,0.72,0.85,0.6900000000000001,0.71
36960685,0.89,0.78,0.74,0.61
36850197,0.84,0.75,0.49,0.72
856025,0.62,0.67,0.78,0.77
4497676,0.64,0.88,0.71,0.82
52523473,0.67,0.88,0.61,0.79
52342587,0.76,0.89,0.55,0.73
76010331,0.77,0.84,0.63,0.64
73245899,0.75,0.8,0.76,0.85
22969841,0.76,0.81,0.49,0.68
56975381,0.89,0.75,0.8400000000000001,0.66
91610493,0.69,0.75,0.67,0.73
97332903,0.78,0.73,0.5700000000000001,0.86
63584864,0.78,0.87,0.67,0.64
35495030,0.81,0.75,0.76,0.85
88610234,0.82,0.86,0.7,0.84
43038944,0.69,0.85,0.7200000000000001,0.69
84328499,0.65,0.84,0.6200000000000001,0.65
33511113,0.64,0.84,0.5700000000000001,0.78
91896539,0.72,0.75,0.7999999999999999,0.66
4308422,0.77,0.68,0.71,0.71
93717533,0.7,0.71,0.63,0.63
75236333,0.72,0.68,0.7899999999999999,0.8
86838850,0.62,0.88,0.79,0.86
34834492,0.77,0.65,0.58,0.83
51399350,0.62,0.7,0.5700000000000001,0.61
70499223,0.67,0.69,0.74,0.64
76667842,0.62,0.79,0.85,0.83
17748718,0.75,0.83,0.65,0.7
57566436,0.83,0.78,0.53,0.77
52623674,0.8,0.89,0.6,0.65
86126772,0.82,0.62,0.53,0.68
53094169,0.64,0.64,0.7899999999999999,0.71
14181144,0.85,0.79,0.6799999999999999,0.62
7221209,0.72,0.62,0.81,0.66
82631442,0.82,0.71,0.7999999999999999,0.72
66943779,0.8,0.65,0.73,0.85
37991563,0.81,0.7,0.53,0.77
38649602,0.86,0.85,0.53,0.81
8244187,0.7,0.87,0.8300000000000001,0.81
81251237,0.83,0.9,0.81,0.76
43407576,0.61,0.64,0.6,0.65
39668972,0.63,0.73,0.7,0.68
24799224,0.85,0.84,0.5900000000000001,0.75
95550785,0.61,0.64,0.63,0.74
93144505,0.6,0.74,0.61,0.88
13825677,0.81,0.74,0.76,0.75
76206306,0.6,0.76,0.63,0.65
21361813,0.71,0.73,0.6,0.81
60012728,0.9,0.67,0.7000000000000001,0.65
7809404,0.86,0.87,0.5700000000000001,0.79
21493052,0.78,0.74,0.61,0.83
91053017,0.86,0.63,0.56,0.73
60726435,0.64,0.7,0.82,0.85
21130264,0.8,0.8,0.65,0.89
86923748,0.8,0.8,0.8,0.79
38691114,0.82,0.8,0.63,0.85
99529224,0.73,0.69,0.77,0.77
74275639,0.63,0.78,0.64,0.7
5019077,0.63,0.85,0.71,0.89
71847297,0.73,0.67,0.82,0.68
95925984,0.86,0.77,0.7899999999999999,0.6
93478749,0.64,0.67,0.56,0.8
17492441,0.75,0.6,0.72,0.82
85568919,0.66,0.85,0.86,0.9
20776479,0.82,0.73,0.6599999999999999,0.69
25770507,0.83,0.8,0.85,0.63
12283665,0.86,0.61,0.66,0.76
72494409,0.73,0.79,0.71,0.68
70477786,0.68,0.72,0.6,0.61
47395085,0.85,0.86,0.5800000000000001,0.68
3612619,0.88,0.63,0.86,0.66
84214383,0.74,0.76,0.77,0.68
48219002,0.77,0.67,0.57,0.63
78337535,0.75,0.74,0.75,0.68
28345473,0.74,0.85,0.62,0.81
54406549,0.63,0.89,0.56,0.61
78461804,0.77,0.82,0.71,0.64
76790956,0.9,0.71,0.56,0.9
32223010,0.84,0.69,0.69,0.62
82993447,0.84,0.71,0.76,0.9
9801858,0.65,0.75,0.71,0.74
96446635,0.68,0.61,0.6,0.8
24148005,0.7,0.72,0.63,0.85
73569940,0.76,0.69,0.5,0.67
61368458,0.6,0.8,0.61,0.72
13427821,0.82,0.9,0.7,0.68
67353074,0.9,0.62,0.75,0.66
99831146,0.89,0.62,0.71,0.81
91699286,0.64,0.78,0.68,0.68
11063274,0.68,0.63,0.63,0.89
82666357,0.68,0.63,0.75,0.75
57467611,0.82,0.77,0.64,0.75
33734436,0.61,0.62,0.61,0.65
42478376,0.67,0.84,0.7,0.62
5379570,0.73,0.68,0.64,0.73
99886166,0.64,0.78,0.79,0.82
77835999,0.69,0.63,0.75,0.65
19003952,0.77,0.85,0.65,0.85
