Employee ID,Schedule Adherence,Schedule Variability,Error Rate,Performance Score
19012299,0.51,0.63,0.88,0.75
63181060,0.6,0.67,0.8099999999999999,0.89
29101721,0.73,0.61,0.6699999999999999,0.82
32275632,0.56,0.68,0.6499999999999999,0.72
30851361,0.66,0.83,0.8099999999999999,0.86
30742312,0.52,0.75,0.73,0.71
4241082,0.63,0.9,0.51,0.76
77267851,0.76,0.87,0.87,0.79
65181649,0.51,0.63,0.67,0.82
9101847,0.56,0.67,0.42000000000000004,0.9
83794476,0.7000000000000001,0.81,0.57,0.63
11363336,0.6,0.9,0.5,0.84
70528350,0.78,0.67,0.6100000000000001,0.69
67142221,0.67,0.64,0.41,0.65
97334764,0.76,0.76,0.61,0.84
74854624,0.65,0.67,0.76,0.82
87653540,0.66,0.71,0.5,0.81
91282684,0.63,0.83,0.7200000000000001,0.85
55388635,0.6900000000000001,0.79,0.44,0.82
92347656,0.68,0.68,0.5900000000000001,0.82
56087573,0.56,0.65,0.76,0.72
41970838,0.78,0.83,0.5800000000000001,0.8
87976095,0.7000000000000001,0.68,0.71,0.6
31774193,0.8,0.89,0.81,0.69
45667652,0.5800000000000001,0.61,0.7699999999999999,0.74
83029220,0.65,0.69,0.7899999999999999,0.89
77981604,0.52,0.73,0.74,0.75
38704727,0.5800000000000001,0.82,0.48,0.63
83698994,0.66,0.69,0.86,0.75
18892087,0.72,0.68,0.75,0.72
43928919,0.55,0.86,0.44999999999999996,0.73
75040304,0.51,0.89,0.79,0.65
49772649,0.61,0.76,0.53,0.66
47756171,0.56,0.74,0.76,0.79
80268080,0.7100000000000001,0.61,0.74,0.65
35481412,0.55,0.83,0.59,0.74
26315160,0.7000000000000001,0.74,0.37000000000000005,0.76
96788220,0.5700000000000001,0.83,0.35000000000000003,0.64
91188949,0.63,0.73,0.66,0.82
64040813,0.61,0.83,0.88,0.85
75263693,0.59,0.78,0.5700000000000001,0.74
13769361,0.7000000000000001,0.83,0.63,0.88
14368702,0.7000000000000001,0.63,0.61,0.63
7003455,0.67,0.79,0.54,0.81
83558633,0.65,0.9,0.58,0.64
90834067,0.53,0.77,0.76,0.61
77002405,0.68,0.9,0.39999999999999997,0.66
80541749,0.7100000000000001,0.81,0.63,0.74
38374807,0.6900000000000001,0.69,0.54,0.78
70557677,0.8,0.73,0.69,0.68
62916372,0.53,0.75,0.42000000000000004,0.74
43191536,0.79,0.79,0.64,0.75
23357555,0.67,0.71,0.81,0.79
12315508,0.78,0.66,0.61,0.83
60369366,0.56,0.66,0.74,0.71
93172855,0.8,0.7,0.55,0.85
37663634,0.64,0.71,0.63,0.78
95313696,0.72,0.72,0.51,0.65
44349362,0.59,0.87,0.32999999999999996,0.71
73905990,0.74,0.68,0.72,0.79
5288945,0.55,0.83,0.51,0.85
42916050,0.6900000000000001,0.78,0.74,0.75
41542844,0.78,0.62,0.52,0.8
32862210,0.7000000000000001,0.82,0.5800000000000001,0.67
90042683,0.66,0.65,0.55,0.88
13740580,0.61,0.86,0.51,0.63
42222215,0.54,0.7,0.6,0.61
66755909,0.7100000000000001,0.63,0.6599999999999999,0.78
613381,0.7000000000000001,0.87,0.64,0.73
32342203,0.59,0.81,0.6,0.84
