Employee ID,Schedule Adherence,Schedule Variability,Error Rate,Performance Score
29101721,0.73,0.71,0.6,0.69
32275632,0.69,0.86,0.87,0.83
4241082,0.65,0.85,0.76,0.66
9101847,0.78,0.88,0.6699999999999999,0.82
83794476,0.67,0.75,0.81,0.65
67142221,0.78,0.89,0.52,0.84
94048057,0.81,0.79,0.63,0.86
84323223,0.65,0.67,0.75,0.68
38704727,0.6,0.82,0.6599999999999999,0.73
43928919,0.75,0.83,0.65,0.79
26364648,0.67,0.62,0.86,0.63
35481412,0.84,0.71,0.61,0.61
26315160,0.77,0.83,0.53,0.82
96788220,0.8,0.76,0.64,0.82
7003455,0.71,0.8,0.59,0.86
58917832,0.73,0.82,0.64,0.61
83558633,0.86,0.79,0.74,0.74
77002405,0.87,0.74,0.77,0.88
38374807,0.87,0.82,0.77,0.75
62916372,0.71,0.64,0.8,0.77
65314743,0.72,0.61,0.76,0.77
93172855,0.73,0.73,0.7,0.86
37663634,0.85,0.83,0.6,0.68
44349362,0.89,0.78,0.55,0.7
41542844,0.69,0.71,0.66,0.86
32862210,0.77,0.79,0.54,0.73
90042683,0.75,0.64,0.75,0.67
613381,0.61,0.84,0.73,0.78
95532643,0.89,0.74,0.71,0.67
95232913,0.79,0.74,0.73,0.7
26000524,0.64,0.83,0.62,0.77
36912023,0.84,0.75,0.74,0.62
48816329,0.66,0.62,0.6000000000000001,0.83
40305911,0.77,0.72,0.5700000000000001,0.79
41374958,0.66,0.73,0.82,0.75
95658505,0.83,0.82,0.77,0.62
83650069,0.77,0.83,0.52,0.66
36960685,0.62,0.81,0.61,0.89
36850197,0.9,0.83,0.73,0.71
856025,0.88,0.61,0.6699999999999999,0.83
4497676,0.86,0.64,0.82,0.86
52523473,0.73,0.8,0.6100000000000001,0.76
52342587,0.89,0.84,0.6000000000000001,0.78
76010331,0.81,0.84,0.87,0.84
73245899,0.76,0.61,0.65,0.83
22969841,0.8,0.83,0.62,0.83
56975381,0.76,0.87,0.74,0.71
97332903,0.81,0.86,0.74,0.68
63584864,0.87,0.79,0.77,0.9
35495030,0.78,0.75,0.6699999999999999,0.83
88610234,0.8,0.67,0.79,0.74
43038944,0.62,0.88,0.65,0.79
84328499,0.85,0.74,0.7999999999999999,0.6
33511113,0.8,0.74,0.7000000000000001,0.69
91896539,0.84,0.7,0.6799999999999999,0.9
4308422,0.62,0.72,0.77,0.63
93717533,0.77,0.63,0.7,0.64
75236333,0.66,0.81,0.58,0.81
86838850,0.84,0.66,0.81,0.83
34834492,0.76,0.85,0.72,0.89
51399350,0.77,0.85,0.55,0.7
70499223,0.63,0.73,0.73,0.85
17748718,0.77,0.88,0.73,0.8
57566436,0.78,0.61,0.67,0.63
52623674,0.9,0.71,0.82,0.86
86126772,0.69,0.78,0.54,0.84
53094169,0.87,0.62,0.64,0.68
14181144,0.73,0.78,0.74,0.76
7221209,0.73,0.74,0.82,0.77
82631442,0.88,0.73,0.6599999999999999,0.72
66943779,0.66,0.72,0.59,0.65
37991563,0.86,0.66,0.74,0.69
38649602,0.69,0.65,0.75,0.63
8244187,0.82,0.63,0.8099999999999999,0.61
81251237,0.78,0.6,0.5499999999999999,0.71
43407576,0.79,0.73,0.76,0.8
39668972,0.77,0.8,0.78,0.8
24799224,0.83,0.64,0.72,0.87
95550785,0.83,0.75,0.5700000000000001,0.8
93144505,0.89,0.89,0.5700000000000001,0.75
13825677,0.73,0.65,0.61,0.62
76206306,0.66,0.88,0.72,0.74
21361813,0.81,0.72,0.72,0.73
60012728,0.86,0.75,0.81,0.71
7809404,0.67,0.74,0.6100000000000001,0.86
21493052,0.74,0.83,0.83,0.86
91053017,0.89,0.87,0.59,0.82
21130264,0.61,0.76,0.6,0.79
86923748,0.79,0.6,0.71,0.7
38691114,0.82,0.87,0.74,0.75
99529224,0.88,0.7,0.79,0.71
71847297,0.66,0.88,0.8099999999999999,0.67
95925984,0.8,0.77,0.82,0.62
93478749,0.72,0.75,0.68,0.76
17492441,0.87,0.86,0.66,0.64
85568919,0.86,0.7,0.87,0.84
20776479,0.8,0.72,0.7,0.64
25770507,0.69,0.78,0.82,0.65
12283665,0.64,0.76,0.71,0.62
72494409,0.76,0.74,0.61,0.61
70477786,0.87,0.62,0.59,0.69
47395085,0.66,0.69,0.71,0.73
3612619,0.66,0.65,0.73,0.76
84214383,0.63,0.65,0.73,0.72
48219002,0.83,0.61,0.49,0.78
78337535,0.6,0.78,0.6699999999999999,0.8
28345473,0.71,0.78,0.63,0.84
54406549,0.78,0.78,0.66,0.76
78461804,0.63,0.82,0.8,0.63
76790956,0.6,0.9,0.62,0.62
9801858,0.76,0.74,0.73,0.84
96446635,0.85,0.66,0.63,0.86
24148005,0.72,0.75,0.76,0.78
73569940,0.79,0.69,0.7100000000000001,0.64
61368458,0.86,0.61,0.74,0.66
13427821,0.79,0.8,0.58,0.84
67353074,0.67,0.65,0.73,0.62
91699286,0.77,0.74,0.76,0.89
11063274,0.61,0.61,0.75,0.84
82666357,0.72,0.63,0.73,0.8
57467611,0.68,0.76,0.61,0.73
33734436,0.9,0.81,0.68,0.8
42478376,0.78,0.71,0.74,0.84
5379570,0.66,0.79,0.72,0.72
99886166,0.63,0.61,0.76,0.76
77835999,0.72,0.83,0.61,0.62
19003952,0.7,0.88,0.74,0.76
80506655,0.63,0.88,0.6799999999999999,0.79
69043611,0.79,0.63,0.69,0.83
48307309,0.75,0.88,0.72,0.87
92118814,0.69,0.76,0.6900000000000001,0.78
90325532,0.78,0.68,0.76,0.7
50128320,0.63,0.88,0.64,0.8
96605084,0.67,0.89,0.72,0.63
54502487,0.77,0.89,0.6799999999999999,0.73
77736263,0.73,0.79,0.6900000000000001,0.8
56135103,0.82,0.62,0.62,0.85
17368574,0.72,0.71,0.73,0.71
3561598,0.88,0.86,0.72,0.74
54664495,0.68,0.9,0.8099999999999999,0.75
27476060,0.64,0.79,0.74,0.61
96095031,0.85,0.64,0.8099999999999999,0.61
99937040,0.87,0.83,0.55,0.82
75694716,0.61,0.87,0.8,0.77
74426457,0.63,0.78,0.75,0.63
29260591,0.75,0.72,0.61,0.8
46698402,0.82,0.85,0.52,0.66
81002226,0.7,0.81,0.7999999999999999,0.82
78387435,0.66,0.9,0.61,0.9
77356704,0.88,0.73,0.68,0.8
14271533,0.81,0.89,0.6499999999999999,0.81
77933055,0.89,0.7,0.72,0.62
19804387,0.85,0.68,0.66,0.77
908301,0.8,0.64,0.78,0.9
34918996,0.85,0.8,0.83,0.79
78763057,0.69,0.88,0.82,0.85
30429531,0.86,0.71,0.86,0.77
54634664,0.61,0.72,0.65,0.75
28434223,0.63,0.65,0.54,0.87
66596832,0.79,0.69,0.76,0.83
61207130,0.63,0.7,0.76,0.61
66669608,0.89,0.83,0.62,0.86
14509545,0.71,0.69,0.61,0.65
81198925,0.83,0.7,0.6799999999999999,0.83
4180969,0.87,0.89,0.8099999999999999,0.79
91685111,0.63,0.75,0.5,0.66
37215200,0.84,0.74,0.66,0.8
89794604,0.64,0.77,0.63,0.88
68654209,0.82,0.78,0.81,0.77
41937628,0.8,0.62,0.61,0.67
2828533,0.85,0.62,0.5,0.65
96055767,0.9,0.8,0.61,0.76
28935934,0.74,0.9,0.85,0.89
54627535,0.7,0.79,0.69,0.65
45439044,0.78,0.88,0.59,0.7
12527881,0.68,0.73,0.8,0.77
47501572,0.61,0.89,0.8099999999999999,0.82
51484044,0.63,0.73,0.61,0.74
37393470,0.76,0.65,0.66,0.67
25574405,0.82,0.72,0.55,0.66
91723098,0.85,0.87,0.68,0.81
7390557,0.63,0.67,0.65,0.68
50969287,0.7,0.65,0.84,0.71
61694017,0.63,0.71,0.65,0.78
75432782,0.77,0.73,0.7300000000000001,0.72
36540266,0.68,0.78,0.63,0.84
35120119,0.62,0.71,0.56,0.65
83182507,0.68,0.89,0.74,0.67
10846332,0.87,0.62,0.65,0.8
95138091,0.9,0.85,0.6900000000000001,0.61
62220514,0.7,0.73,0.7,0.79
84597105,0.73,0.65,0.59,0.69
77161841,0.77,0.67,0.6299999999999999,0.65
19820882,0.77,0.76,0.55,0.87
63820569,0.85,0.7,0.74,0.79
22599228,0.87,0.73,0.7899999999999999,0.74
74896162,0.87,0.89,0.71,0.77
6664051,0.81,0.86,0.63,0.89
5730603,0.74,0.79,0.71,0.88
83070163,0.69,0.68,0.67,0.67
67498994,0.61,0.76,0.64,0.8
58030165,0.69,0.68,0.85,0.8
82012823,0.74,0.73,0.68,0.78
87734331,0.89,0.86,0.62,0.89
43443712,0.76,0.73,0.66,0.88
581019,0.73,0.71,0.5700000000000001,0.73
18208521,0.6,0.63,0.7,0.74
3590175,0.87,0.72,0.75,0.69
22747609,0.85,0.81,0.61,0.82
7734154,0.82,0.76,0.71,0.83
67674280,0.69,0.64,0.76,0.75
95683642,0.76,0.73,0.86,0.88
37531241,0.82,0.61,0.82,0.8
67382795,0.9,0.82,0.6499999999999999,0.79
70162054,0.86,0.79,0.53,0.81
3911356,0.84,0.75,0.7999999999999999,0.86
856823,0.65,0.62,0.69,0.64
40229796,0.77,0.89,0.86,0.61
41027070,0.74,0.81,0.71,0.77
85565485,0.85,0.82,0.75,0.68
48425465,0.66,0.61,0.6799999999999999,0.62
11327836,0.71,0.75,0.65,0.78
11680626,0.82,0.66,0.54,0.83
