Employee ID,Schedule Adherence,Schedule Variability,Error Rate,Performance Score
29101721,0.8,0.89,0.62,0.67
32275632,0.73,0.89,0.63,0.7
4241082,0.87,0.7,0.63,0.85
9101847,0.6,0.67,0.73,0.64
83794476,0.81,0.8,0.5800000000000001,0.76
67142221,0.83,0.83,0.72,0.63
87653540,0.71,0.88,0.87,0.86
84323223,0.67,0.87,0.5800000000000001,0.62
25867258,0.61,0.64,0.82,0.75
55388635,0.61,0.66,0.59,0.6
41970838,0.86,0.64,0.6,0.74
38704727,0.68,0.64,0.52,0.76
43928919,0.61,0.86,0.7000000000000001,0.8
35481412,0.64,0.86,0.75,0.63
26315160,0.61,0.82,0.6,0.62
96788220,0.75,0.61,0.73,0.85
7003455,0.71,0.83,0.54,0.63
83558633,0.88,0.72,0.54,0.64
77002405,0.81,0.69,0.71,0.72
38374807,0.8,0.74,0.58,0.72
62916372,0.83,0.83,0.53,0.71
65314743,0.68,0.83,0.6799999999999999,0.64
93172855,0.66,0.69,0.6599999999999999,0.83
37663634,0.86,0.9,0.54,0.75
44349362,0.61,0.66,0.56,0.79
41542844,0.67,0.82,0.73,0.76
32862210,0.82,0.83,0.48,0.84
90042683,0.8,0.62,0.64,0.78
13740580,0.69,0.84,0.74,0.64
21931512,0.81,0.67,0.89,0.65
613381,0.88,0.75,0.6200000000000001,0.72
79089902,0.77,0.63,0.62,0.62
95532643,0.72,0.84,0.82,0.6
95232913,0.82,0.75,0.76,0.68
26000524,0.87,0.84,0.51,0.67
36912023,0.85,0.72,0.74,0.64
48816329,0.7,0.68,0.8,0.62
40305911,0.77,0.6,0.49,0.65
41374958,0.89,0.76,0.63,0.79
95658505,0.61,0.78,0.71,0.88
83650069,0.64,0.81,0.57,0.71
36960685,0.81,0.84,0.7899999999999999,0.89
36850197,0.82,0.77,0.51,0.72
856025,0.88,0.89,0.7000000000000001,0.85
97926934,0.68,0.77,0.67,0.89
4497676,0.87,0.82,0.56,0.88
52523473,0.65,0.85,0.77,0.77
18536763,0.72,0.7,0.66,0.9
52342587,0.9,0.9,0.52,0.78
76010331,0.63,0.76,0.72,0.83
73245899,0.9,0.73,0.55,0.88
87909065,0.73,0.68,0.88,0.69
22969841,0.79,0.87,0.66,0.79
56975381,0.67,0.62,0.81,0.73
91610493,0.86,0.75,0.73,0.61
97332903,0.81,0.65,0.61,0.63
63584864,0.9,0.84,0.6900000000000001,0.77
35495030,0.85,0.77,0.5900000000000001,0.66
88610234,0.64,0.65,0.68,0.62
43038944,0.79,0.77,0.71,0.65
84328499,0.68,0.76,0.66,0.63
33511113,0.88,0.8,0.64,0.71
91896539,0.89,0.62,0.6599999999999999,0.84
4308422,0.88,0.69,0.74,0.87
93717533,0.74,0.63,0.72,0.64
75236333,0.62,0.65,0.76,0.65
86838850,0.64,0.84,0.61,0.68
34834492,0.66,0.64,0.5499999999999999,0.69
