Employee ID,Schedule Adherence,Schedule Variability,Error Rate,Performance Score
29101721,0.54,0.63,0.61,0.61
32275632,0.62,0.61,0.7100000000000001,0.8
4241082,0.5700000000000001,0.85,0.47,0.86
9101847,0.51,0.67,0.5700000000000001,0.73
83794476,0.5700000000000001,0.75,0.6,0.72
10043278,0.5700000000000001,0.73,0.82,0.68
11363336,0.7100000000000001,0.74,0.86,0.88
67142221,0.52,0.84,0.6699999999999999,0.89
87653540,0.56,0.65,0.73,0.66
84323223,0.68,0.66,0.68,0.7
25867258,0.6900000000000001,0.78,0.7999999999999999,0.81
55388635,0.77,0.82,0.79,0.71
41970838,0.73,0.67,0.69,0.78
38704727,0.75,0.84,0.68,0.69
18892087,0.65,0.77,0.6,0.73
43928919,0.74,0.77,0.73,0.8
49772649,0.6,0.85,0.85,0.64
35481412,0.66,0.75,0.47,0.83
26315160,0.79,0.89,0.63,0.86
96788220,0.64,0.84,0.6499999999999999,0.78
20456314,0.74,0.73,0.77,0.69
7003455,0.6900000000000001,0.68,0.75,0.71
83558633,0.62,0.6,0.47,0.65
77002405,0.51,0.65,0.5,0.81
38374807,0.53,0.79,0.71,0.65
62916372,0.7100000000000001,0.79,0.49,0.65
6105859,0.61,0.85,0.73,0.89
43191536,0.65,0.82,0.82,0.78
12315508,0.5700000000000001,0.85,0.67,0.61
93172855,0.67,0.7,0.55,0.62
37663634,0.76,0.81,0.67,0.68
44349362,0.63,0.9,0.5299999999999999,0.68
41542844,0.67,0.72,0.5700000000000001,0.78
32862210,0.66,0.8,0.6000000000000001,0.65
90042683,0.8,0.61,0.7,0.88
13740580,0.66,0.68,0.8400000000000001,0.87
21931512,0.72,0.66,0.61,0.86
613381,0.79,0.83,0.54,0.83
32342203,0.64,0.73,0.8099999999999999,0.71
79089902,0.78,0.63,0.78,0.7
95532643,0.7100000000000001,0.73,0.54,0.72
95232913,0.6,0.68,0.77,0.62
26000524,0.51,0.87,0.63,0.61
36912023,0.55,0.8,0.59,0.6
48816329,0.7000000000000001,0.8,0.62,0.62
40305911,0.73,0.64,0.6100000000000001,0.77
13542128,0.7000000000000001,0.69,0.62,0.67
41374958,0.72,0.84,0.59,0.64
15151445,0.51,0.75,0.71,0.67
95658505,0.61,0.89,0.81,0.87
74912499,0.64,0.63,0.84,0.6
83650069,0.56,0.67,0.5399999999999999,0.66
16888276,0.74,0.76,0.64,0.73
36960685,0.68,0.85,0.69,0.64
36850197,0.75,0.8,0.53,0.86
856025,0.74,0.67,0.57,0.65
97926934,0.5700000000000001,0.65,0.59,0.87
4497676,0.74,0.65,0.63,0.74
52523473,0.51,0.61,0.65,0.64
74270584,0.66,0.76,0.6599999999999999,0.62
18536763,0.7000000000000001,0.86,0.6399999999999999,0.73
52342587,0.55,0.88,0.53,0.75
76778236,0.7000000000000001,0.86,0.86,0.65
76010331,0.66,0.76,0.73,0.61
21831064,0.55,0.7,0.85,0.62
73245899,0.76,0.8,0.53,0.63
87909065,0.52,0.79,0.7,0.87
22969841,0.59,0.64,0.5499999999999999,0.62
56975381,0.79,0.61,0.65,0.68
91610493,0.54,0.79,0.6299999999999999,0.8
97332903,0.7100000000000001,0.75,0.48,0.85
35495030,0.75,0.79,0.53,0.75
88610234,0.78,0.78,0.59,0.76
43038944,0.5700000000000001,0.68,0.52,0.66
33634473,0.7000000000000001,0.61,0.73,0.81
68371273,0.6900000000000001,0.65,0.75,0.65
86977838,0.62,0.83,0.62,0.71
84328499,0.68,0.81,0.66,0.6
18358199,0.64,0.63,0.72,0.81
33511113,0.56,0.65,0.45999999999999996,0.61
91896539,0.67,0.76,0.71,0.7
5095408,0.5800000000000001,0.63,0.66,0.63
