Employee ID,Schedule Adherence,Schedule Variability,Error Rate,Performance Score
15759275,0.62,0.75,0.64,0.79
19012299,0.82,0.77,0.63,0.72
63181060,0.83,0.75,0.54,0.89
29101721,0.81,0.76,0.31,0.78
32275632,0.87,0.83,0.46,0.74
72551668,0.82,0.73,0.56,0.82
30851361,0.63,0.96,0.53,0.71
30742312,0.74,0.7,0.64,0.83
4241082,0.65,0.83,0.4,0.65
77267851,0.66,0.89,0.7,0.9
98247978,0.66,0.99,0.71,0.76
4252623,0.76,0.88,0.75,0.67
11363336,0.62,0.86,0.4,0.84
70528350,0.89,0.94,0.6499999999999999,0.69
67142221,0.82,0.87,0.21000000000000002,0.74
11813826,0.87,0.86,0.69,0.67
97334764,0.84,0.76,0.41000000000000003,0.63
74854624,0.72,0.9199999999999999,0.45,0.76
88728737,0.86,0.78,0.86,0.62
87653540,0.81,0.7999999999999999,0.52,0.68
91282684,0.71,0.83,0.39,0.86
55388635,0.73,0.71,0.53,0.66
92347656,0.79,0.95,0.39,0.71
67378255,0.88,0.96,0.76,0.65
56087573,0.82,0.76,0.42000000000000004,0.76
87976095,0.61,0.7,0.64,0.9
872249,0.82,0.94,0.87,0.63
31774193,0.72,0.75,0.49000000000000005,0.6
45667652,0.62,0.74,0.6699999999999999,0.73
771826,0.82,0.95,0.7,0.69
83029220,0.79,0.82,0.57,0.68
77981604,0.8,0.72,0.6699999999999999,0.73
38704727,0.72,0.88,0.29999999999999993,0.78
83698994,0.63,0.95,0.65,0.9
43928919,0.62,0.71,0.24,0.78
75040304,0.83,0.88,0.56,0.85
47284778,0.72,0.83,0.76,0.61
47756171,0.65,0.88,0.65,0.66
80268080,0.75,0.99,0.55,0.67
35481412,0.72,0.9,0.24,0.62
20182767,0.88,0.86,0.5700000000000001,0.79
26315160,0.78,0.89,0.37000000000000005,0.73
96788220,0.63,0.83,0.33,0.7
91188949,0.66,0.98,0.56,0.75
64040813,0.69,0.87,0.53,0.68
13769361,0.85,0.9299999999999999,0.6300000000000001,0.62
14368702,0.7,0.88,0.49,0.89
73614225,0.83,0.75,0.6499999999999999,0.66
7003455,0.74,0.83,0.26,0.81
83558633,0.67,0.76,0.36,0.69
77002405,0.64,0.9299999999999999,0.47000000000000003,0.61
80541749,0.88,0.7899999999999999,0.46,0.76
63739006,0.71,0.99,0.86,0.72
70557677,0.83,0.72,0.53,0.81
62916372,0.89,0.74,0.43000000000000005,0.63
43191536,0.65,0.72,0.64,0.8
23357555,0.8,0.8099999999999999,0.51,0.75
12315508,0.77,0.75,0.53,0.72
60369366,0.69,0.82,0.51,0.73
5355918,0.84,0.9199999999999999,0.8099999999999999,0.85
16059097,0.85,0.76,0.63,0.68
89213704,0.74,0.9199999999999999,0.6,0.76
93172855,0.81,0.76,0.34,0.64
37663634,0.81,0.89,0.31000000000000005,0.65
95313696,0.67,0.96,0.54,0.87
44349362,0.69,0.7999999999999999,0.27,0.77
73905990,0.76,0.86,0.53,0.87
5288945,0.71,0.91,0.51,0.88
55692630,0.87,0.76,0.56,0.74
65759023,0.79,0.89,0.81,0.9
42916050,0.68,0.78,0.5499999999999999,0.61
41542844,0.68,0.84,0.27999999999999997,0.73
32862210,0.85,0.77,0.38999999999999996,0.86
90042683,0.86,0.74,0.45999999999999996,0.75
13740580,0.76,0.86,0.49000000000000005,0.63
90814701,0.63,0.78,0.7000000000000001,0.65
65846625,0.73,0.88,0.71,0.64
66755909,0.71,0.9,0.6499999999999999,0.9
79328733,0.83,0.94,0.64,0.67
613381,0.9,0.91,0.4699999999999999,0.68
62816685,0.87,0.86,0.75,0.71
67005686,0.67,0.75,0.6900000000000001,0.84
32342203,0.61,0.9,0.33999999999999997,0.72
65998331,0.6,0.82,0.82,0.82
39597486,0.62,0.7999999999999999,0.59,0.83
86213227,0.82,0.74,0.7,0.84
95532643,0.84,0.8099999999999999,0.44,0.65
95232913,0.83,0.95,0.37,0.72
11037000,0.85,0.9199999999999999,0.67,0.65
26000524,0.69,0.96,0.3,0.79
36912023,0.79,0.95,0.30999999999999994,0.68
73140808,0.81,0.74,0.69,0.86
48816329,0.77,0.7999999999999999,0.42999999999999994,0.69
40305911,0.67,0.99,0.36000000000000004,0.72
13542128,0.82,0.71,0.33999999999999997,0.67
7507865,0.7,0.7,0.55,0.67
99063778,0.67,0.75,0.66,0.61
30884938,0.67,0.91,0.53,0.89
18024249,0.86,0.9199999999999999,0.71,0.9
46612336,0.86,0.89,0.35,0.76
39000920,0.64,0.75,0.47,0.79
49797532,0.72,0.91,0.62,0.86
38285149,0.79,0.8099999999999999,0.67,0.72
15151445,0.73,0.75,0.36,0.63
92495743,0.65,0.96,0.72,0.88
43299560,0.63,0.76,0.52,0.73
95658505,0.75,0.87,0.55,0.64
