Employee ID,Schedule Adherence,Schedule Variability,Error Rate,Performance Score
67142221,0.75,0.64,0.64,0.69
43928919,0.81,0.64,0.85,0.73
35481412,0.79,0.84,0.64,0.67
26315160,0.67,0.81,0.74,0.77
96788220,0.83,0.83,0.7999999999999999,0.81
83558633,0.69,0.62,0.65,0.68
72374754,0.64,0.64,0.84,0.63
77002405,0.85,0.85,0.6799999999999999,0.8
38374807,0.69,0.88,0.83,0.6
44349362,0.8,0.83,0.8,0.61
41542844,0.81,0.72,0.73,0.86
32862210,0.75,0.67,0.71,0.8
26000524,0.85,0.75,0.59,0.79
40305911,0.79,0.88,0.78,0.79
83650069,0.84,0.6,0.65,0.75
36850197,0.62,0.61,0.76,0.88
52342587,0.84,0.6,0.69,0.61
49512273,0.65,0.73,0.69,0.73
22969841,0.81,0.79,0.85,0.87
97332903,0.83,0.66,0.61,0.7
63584864,0.85,0.63,0.77,0.68
43038944,0.62,0.65,0.89,0.76
33511113,0.73,0.74,0.7,0.69
4308422,0.87,0.89,0.82,0.83
34834492,0.66,0.67,0.7999999999999999,0.65
51399350,0.77,0.76,0.63,0.75
70499223,0.71,0.63,0.73,0.77
17748718,0.78,0.81,0.71,0.9
57566436,0.61,0.83,0.6799999999999999,0.88
86126772,0.74,0.89,0.8099999999999999,0.81
38649602,0.74,0.85,0.87,0.64
43407576,0.84,0.74,0.83,0.63
93144505,0.89,0.83,0.66,0.7
99529224,0.61,0.84,0.8099999999999999,0.67
93478749,0.83,0.79,0.79,0.85
17492441,0.73,0.79,0.6799999999999999,0.82
72494409,0.73,0.85,0.64,0.64
98557884,0.75,0.68,0.86,0.81
84214383,0.65,0.65,0.62,0.67
48219002,0.69,0.6,0.69,0.76
54406549,0.81,0.79,0.72,0.71
78461804,0.78,0.87,0.85,0.68
96446635,0.71,0.88,0.7899999999999999,0.72
24148005,0.71,0.76,0.71,0.87
73569940,0.87,0.82,0.61,0.68
67353074,0.67,0.83,0.77,0.62
91699286,0.83,0.77,0.59,0.7
11063274,0.72,0.63,0.71,0.74
57467611,0.61,0.82,0.61,0.64
33734436,0.63,0.64,0.78,0.69
99886166,0.65,0.62,0.71,0.68
48307309,0.69,0.61,0.7899999999999999,0.73
92118814,0.69,0.87,0.84,0.89
77736263,0.6,0.88,0.7999999999999999,0.67
27476060,0.85,0.79,0.71,0.76
99937040,0.74,0.74,0.7,0.82
75694716,0.83,0.75,0.8099999999999999,0.87
74426457,0.66,0.83,0.62,0.68
46698402,0.74,0.69,0.78,0.65
78387435,0.76,0.75,0.72,0.88
77356704,0.84,0.64,0.7999999999999999,0.64
908301,0.89,0.65,0.83,0.77
95004804,0.86,0.77,0.7,0.77
91685111,0.85,0.8,0.82,0.75
37215200,0.77,0.81,0.59,0.81
2828533,0.64,0.85,0.6799999999999999,0.89
45439044,0.82,0.69,0.59,0.73
37393470,0.85,0.66,0.7,0.76
25574405,0.72,0.89,0.76,0.61
91723098,0.86,0.68,0.6,0.88
7390557,0.7,0.72,0.65,0.86
61694017,0.81,0.83,0.82,0.87
75432782,0.62,0.65,0.7,0.63
53358891,0.84,0.75,0.82,0.75
10846332,0.86,0.69,0.7999999999999999,0.6
95138091,0.73,0.77,0.88,0.88
84597105,0.87,0.65,0.65,0.71
19820882,0.75,0.61,0.6799999999999999,0.67
63820569,0.77,0.66,0.71,0.78
83070163,0.88,0.81,0.88,0.7
67498994,0.86,0.71,0.86,0.65
82012823,0.89,0.69,0.74,0.77
43443712,0.72,0.81,0.71,0.78
581019,0.71,0.69,0.86,0.7
3590175,0.61,0.68,0.6699999999999999,0.63
22747609,0.84,0.61,0.69,0.71
72433030,0.72,0.71,0.72,0.77
60721530,0.77,0.79,0.63,0.79
65389590,0.8,0.63,0.89,0.79
