Employee ID,Schedule Adherence,Schedule Variability,Error Rate,Performance Score
4241082,0.74,0.9,0.7999999999999999,0.88
9101847,0.89,0.79,0.86,0.87
83794476,0.68,0.88,0.75,0.72
67142221,0.86,0.7,0.68,0.7
84323223,0.86,0.63,0.82,0.62
38704727,0.8,0.63,0.63,0.66
43928919,0.89,0.74,0.56,0.88
26364648,0.73,0.83,0.71,0.65
35481412,0.75,0.77,0.8,0.68
26315160,0.74,0.71,0.5900000000000001,0.7
96788220,0.7,0.79,0.66,0.83
7003455,0.79,0.82,0.76,0.67
83558633,0.87,0.76,0.6699999999999999,0.86
77002405,0.65,0.89,0.7200000000000001,0.68
38374807,0.65,0.65,0.6299999999999999,0.86
62916372,0.82,0.89,0.62,0.9
37663634,0.89,0.82,0.8,0.9
44349362,0.86,0.74,0.6000000000000001,0.89
41542844,0.64,0.64,0.51,0.9
32862210,0.75,0.82,0.68,0.62
90042683,0.73,0.81,0.58,0.69
613381,0.86,0.72,0.84,0.79
95532643,0.6,0.81,0.86,0.75
95232913,0.66,0.62,0.71,0.84
26000524,0.83,0.86,0.78,0.87
36912023,0.79,0.82,0.74,0.64
48816329,0.84,0.8,0.7799999999999999,0.77
40305911,0.64,0.68,0.61,0.81
41374958,0.7,0.66,0.7,0.88
83650069,0.75,0.77,0.8300000000000001,0.75
36850197,0.88,0.86,0.7100000000000001,0.77
856025,0.76,0.89,0.7699999999999999,0.77
4497676,0.82,0.84,0.82,0.71
52523473,0.81,0.76,0.6499999999999999,0.85
52342587,0.89,0.79,0.78,0.61
91471635,0.71,0.67,0.6699999999999999,0.85
76010331,0.73,0.88,0.68,0.68
73245899,0.77,0.65,0.64,0.61
49512273,0.87,0.84,0.79,0.85
22969841,0.73,0.73,0.76,0.85
56975381,0.84,0.68,0.86,0.68
97332903,0.65,0.76,0.78,0.81
63584864,0.72,0.75,0.53,0.66
35495030,0.66,0.83,0.72,0.76
88610234,0.74,0.61,0.7,0.73
43038944,0.8,0.76,0.8300000000000001,0.66
84328499,0.8,0.63,0.75,0.75
33511113,0.89,0.65,0.6699999999999999,0.68
91896539,0.8,0.79,0.77,0.75
4308422,0.81,0.79,0.64,0.64
75236333,0.81,0.89,0.77,0.7
86838850,0.67,0.62,0.64,0.8
34834492,0.62,0.85,0.7100000000000001,0.7
51399350,0.9,0.71,0.7,0.84
70499223,0.75,0.88,0.8,0.75
17748718,0.81,0.72,0.66,0.87
57566436,0.64,0.76,0.79,0.74
