Employee ID,Schedule Adherence,Schedule Variability,Error Rate,Performance Score
29101721,0.62,0.96,0.74,0.84
32275632,0.81,0.91,0.77,0.82
30742312,0.78,0.9299999999999999,0.79,0.86
4241082,0.84,0.9199999999999999,0.51,0.83
9101847,0.8,0.8099999999999999,0.78,0.69
83794476,0.66,0.75,0.5499999999999999,0.7
10043278,0.76,0.83,0.83,0.83
11363336,0.88,0.89,0.57,0.81
67142221,0.76,0.83,0.49999999999999994,0.83
87653540,0.87,0.95,0.6399999999999999,0.63
84323223,0.77,0.95,0.62,0.74
55388635,0.82,0.97,0.72,0.73
56087573,0.89,0.9199999999999999,0.73,0.82
41970838,0.84,0.7999999999999999,0.78,0.68
87976095,0.9,0.78,0.73,0.77
38704727,0.78,0.99,0.67,0.74
18892087,0.68,0.82,0.65,0.73
43928919,0.73,0.75,0.49,0.7
49772649,0.79,0.88,0.78,0.8
35481412,0.6,0.73,0.49,0.63
26315160,0.62,0.91,0.45,0.85
96788220,0.72,0.85,0.47000000000000003,0.87
20456314,0.83,0.87,0.66,0.62
7003455,0.87,0.73,0.76,0.81
83558633,0.69,0.87,0.6699999999999999,0.83
77002405,0.72,0.99,0.52,0.82
38374807,0.83,0.95,0.62,0.9
62916372,0.72,0.85,0.75,0.65
6105859,0.79,0.85,0.82,0.75
43191536,0.71,0.9199999999999999,0.65,0.87
12315508,0.63,0.91,0.8,0.62
93172855,0.69,0.82,0.55,0.88
37663634,0.74,0.85,0.58,0.82
44349362,0.79,0.84,0.5299999999999999,0.79
5288945,0.76,0.88,0.62,0.88
41542844,0.67,0.9199999999999999,0.54,0.71
32862210,0.72,0.7899999999999999,0.55,0.81
90042683,0.69,0.9199999999999999,0.74,0.75
13740580,0.6,0.99,0.8200000000000001,0.82
21931512,0.6,0.99,0.74,0.69
613381,0.73,0.71,0.53,0.75
32342203,0.81,0.9199999999999999,0.79,0.84
79089902,0.7,0.75,0.81,0.89
95532643,0.61,0.97,0.79,0.65
95232913,0.85,0.97,0.63,0.67
26000524,0.78,0.98,0.6,0.74
36912023,0.62,0.83,0.5399999999999999,0.89
48816329,0.62,0.9,0.5399999999999999,0.73
40305911,0.63,0.97,0.6000000000000001,0.75
13542128,0.84,0.88,0.77,0.75
56851378,0.65,0.99,0.77,0.68
41374958,0.78,0.75,0.71,0.7
46612336,0.78,0.78,0.66,0.66
15151445,0.6,0.73,0.79,0.84
97524624,0.61,0.77,0.66,0.62
95658505,0.79,0.9299999999999999,0.5800000000000001,0.85
74912499,0.89,0.96,0.7,0.6
83650069,0.72,0.94,0.44999999999999996,0.78
16888276,0.79,0.85,0.71,0.84
36960685,0.81,0.98,0.76,0.61
36850197,0.84,0.78,0.6299999999999999,0.89
856025,0.9,0.87,0.6,0.77
97926934,0.82,0.98,0.63,0.71
4497676,0.61,0.7999999999999999,0.51,0.81
52523473,0.88,0.99,0.5599999999999999,0.68
74270584,0.9,0.7999999999999999,0.71,0.69
18536763,0.84,0.98,0.6299999999999999,0.76
52342587,0.78,0.78,0.49,0.7
76778236,0.65,0.83,0.63,0.86
76010331,0.69,0.9,0.55,0.82
21831064,0.6,0.7,0.7899999999999999,0.85
73245899,0.81,0.74,0.72,0.72
87909065,0.86,0.7899999999999999,0.69,0.85
22969841,0.74,0.7899999999999999,0.5700000000000001,0.61
56975381,0.73,0.74,0.58,0.65
91610493,0.8,0.9199999999999999,0.64,0.81
97332903,0.81,0.76,0.5399999999999999,0.69
35495030,0.81,0.94,0.68,0.71
88610234,0.65,0.73,0.52,0.74
43038944,0.79,0.91,0.43999999999999995,0.66
33634473,0.67,0.9299999999999999,0.77,0.76
68371273,0.81,0.98,0.7899999999999999,0.72
86977838,0.81,0.99,0.64,0.89
84328499,0.7,0.89,0.62,0.84
18358199,0.67,0.74,0.71,0.75
33511113,0.84,0.86,0.5299999999999999,0.74
5668333,0.66,0.8099999999999999,0.62,0.9
98894125,0.88,0.83,0.89,0.68
91896539,0.88,0.72,0.55,0.78
5095408,0.74,0.91,0.69,0.66
11375217,0.73,0.97,0.84,0.85
4308422,0.87,0.75,0.44,0.7
86300903,0.64,0.7899999999999999,0.84,0.86
93717533,0.89,0.88,0.5900000000000001,0.85
86838850,0.79,0.9299999999999999,0.5499999999999999,0.78
34834492,0.89,0.76,0.6599999999999999,0.66
26320003,0.85,0.98,0.58,0.66
51399350,0.65,0.96,0.44999999999999996,0.81
77926230,0.86,0.9,0.57,0.74
76667842,0.9,0.83,0.5900000000000001,0.77
74888555,0.72,0.86,0.76,0.68
17748718,0.77,0.87,0.6200000000000001,0.85
57566436,0.75,0.9199999999999999,0.47000000000000003,0.9
52623674,0.7,0.72,0.49,0.85
97077010,0.64,0.88,0.84,0.86
52089787,0.74,0.9,0.89,0.8
26885205,0.66,0.9,0.64,0.72
53094169,0.79,0.84,0.62,0.9
14181144,0.65,0.9,0.75,0.84
7221209,0.81,0.76,0.69,0.84
42539472,0.87,0.83,0.79,0.86
82631442,0.8,0.72,0.7,0.81
66943779,0.62,0.73,0.62,0.9
37991563,0.87,0.74,0.72,0.77
38649602,0.83,0.82,0.47,0.62
8244187,0.66,0.99,0.52,0.73
81251237,0.83,0.89,0.71,0.69
39668972,0.89,0.9,0.79,0.8
24799224,0.81,0.8099999999999999,0.61,0.73
17463801,0.66,0.72,0.64,0.85
21212833,0.73,0.76,0.6799999999999999,0.83
16469782,0.75,0.84,0.8,0.62
74311411,0.9,0.84,0.8099999999999999,0.65
85084308,0.84,0.96,0.71,0.74
99023897,0.71,0.87,0.78,0.76
49848073,0.79,0.7899999999999999,0.77,0.82
95550785,0.7,0.98,0.5399999999999999,0.62
93144505,0.81,0.84,0.6799999999999999,0.69
13825677,0.81,0.82,0.52,0.75
76206306,0.81,0.84,0.7000000000000001,0.75
21361813,0.69,0.98,0.78,0.9
88555360,0.77,0.74,0.79,0.8
60012728,0.77,0.9299999999999999,0.6,0.68
7809404,0.62,0.72,0.6,0.6
21493052,0.68,0.78,0.73,0.76
91053017,0.77,0.97,0.73,0.74
60726435,0.89,1.0,0.71,0.74
17074075,0.65,0.95,0.86,0.75
21130264,0.67,0.89,0.55,0.62
86923748,0.84,0.85,0.71,0.7
61477187,0.62,1.0,0.8099999999999999,0.8
38691114,0.62,0.99,0.59,0.65
7204399,0.69,0.88,0.8400000000000001,0.81
99529224,0.79,0.86,0.6599999999999999,0.79
74275639,0.76,0.98,0.76,0.61
5019077,0.83,0.98,0.79,0.84
93286303,0.79,0.73,0.61,0.62
18270318,0.78,0.75,0.71,0.71
71847297,0.82,0.99,0.67,0.82
95925984,0.84,0.96,0.51,0.62
17492441,0.62,0.9199999999999999,0.71,0.89
75686879,0.7,0.73,0.6,0.89
85568919,0.87,0.84,0.77,0.74
68333268,0.62,0.87,0.73,0.69
20776479,0.88,0.78,0.65,0.68
64174788,0.86,0.91,0.85,0.78
44038905,0.84,0.7999999999999999,0.73,0.66
25770507,0.69,0.7999999999999999,0.5800000000000001,0.85
72494409,0.64,0.71,0.5900000000000001,0.77
55857932,0.6,0.9299999999999999,0.6399999999999999,0.67
70477786,0.83,0.73,0.63,0.7
47395085,0.85,0.7999999999999999,0.72,0.62
74853355,0.89,0.74,0.7999999999999999,0.65
1031744,0.7,0.73,0.82,0.66
3612619,0.69,0.89,0.66,0.8
84214383,0.84,0.73,0.6799999999999999,0.81
72191575,0.88,0.96,0.6,0.9
55446318,0.81,0.8099999999999999,0.81,0.63
12205981,0.73,0.95,0.7,0.66
63771721,0.76,0.89,0.6000000000000001,0.83
92747084,0.87,0.78,0.79,0.8
28345473,0.88,0.88,0.75,0.69
54406549,0.75,0.82,0.62,0.7
43868502,0.85,0.86,0.88,0.81
78461804,0.79,0.7899999999999999,0.71,0.71
5624521,0.67,0.87,0.7999999999999999,0.88
32223010,0.82,0.82,0.5900000000000001,0.71
82993447,0.74,0.82,0.6000000000000001,0.85
9801858,0.85,0.95,0.48,0.66
96446635,0.78,0.73,0.52,0.6
24148005,0.85,0.91,0.6799999999999999,0.74
73569940,0.7,0.75,0.71,0.68
61368458,0.62,0.9299999999999999,0.63,0.75
13427821,0.87,0.72,0.72,0.77
11328173,0.85,0.9199999999999999,0.9,0.75
67353074,0.63,0.83,0.53,0.9
47060875,0.81,0.99,0.62,0.65
99831146,0.67,0.89,0.5800000000000001,0.64
91699286,0.78,0.99,0.6699999999999999,0.64
11063274,0.66,0.97,0.6300000000000001,0.77
82666357,0.87,0.89,0.76,0.72
57467611,0.64,0.8099999999999999,0.6599999999999999,0.82
16381780,0.74,0.85,0.71,0.84
90484078,0.79,0.84,0.6699999999999999,0.76
25118998,0.88,0.91,0.73,0.81
46300739,0.88,0.96,0.56,0.6
33734436,0.85,0.8099999999999999,0.6100000000000001,0.85
42478376,0.66,0.9,0.68,0.78
99742579,0.84,0.7,0.67,0.87
5379570,0.61,0.7999999999999999,0.5,0.8
60693414,0.7,0.96,0.58,0.82
99886166,0.88,0.91,0.6,0.67
77862306,0.63,0.78,0.9,0.88
77835999,0.87,0.82,0.49,0.71
19003952,0.65,0.86,0.64,0.76
49171205,0.7,0.96,0.86,0.65
33041068,0.74,0.89,0.73,0.83
1421592,0.71,0.95,0.77,0.89
80506655,0.63,0.77,0.55,0.86
61308843,0.8,0.74,0.71,0.65
69043611,0.88,0.95,0.59,0.76
48307309,0.89,0.84,0.51,0.6
92118814,0.64,0.85,0.6199999999999999,0.8
90325532,0.88,0.83,0.6900000000000001,0.83
50128320,0.71,0.88,0.77,0.7
90123765,0.86,0.84,0.8,0.61
33567616,0.65,0.83,0.5800000000000001,0.89
96605084,0.75,0.88,0.74,0.68
90827457,0.65,0.98,0.8200000000000001,0.71
89329050,0.71,0.95,0.57,0.6
5486061,0.89,0.97,0.59,0.82
54502487,0.78,0.9299999999999999,0.72,0.69
77736263,0.84,0.7999999999999999,0.6000000000000001,0.79
697291,0.78,0.98,0.55,0.65
56135103,0.82,0.8099999999999999,0.6900000000000001,0.69
17368574,0.65,0.96,0.65,0.73
3561598,0.67,0.71,0.74,0.65
26496941,0.69,0.99,0.75,0.64
54664495,0.7,0.89,0.51,0.67
27476060,0.73,0.9,0.69,0.86
96095031,0.73,0.94,0.5800000000000001,0.67
99937040,0.75,0.91,0.5700000000000001,0.76
75694716,0.66,0.9,0.5199999999999999,0.69
74426457,0.68,0.87,0.53,0.78
29260591,0.87,0.73,0.49,0.78
46698402,0.89,0.85,0.51,0.82
78387435,0.86,0.99,0.5199999999999999,0.63
77356704,0.62,0.83,0.5700000000000001,0.89
4325778,0.79,0.76,0.77,0.64
14271533,0.62,0.82,0.51,0.65
18463710,0.87,0.76,0.64,0.73
77933055,0.84,0.8099999999999999,0.55,0.63
19804387,0.86,0.73,0.68,0.83
36407627,0.72,0.91,0.57,0.82
908301,0.73,0.9299999999999999,0.7,0.64
98762407,0.7,0.78,0.6799999999999999,0.63
64781957,0.7,0.88,0.71,0.74
34918996,0.66,0.98,0.73,0.88
78763057,0.66,0.78,0.61,0.74
41308533,0.63,0.88,0.6200000000000001,0.67
74832913,0.79,0.76,0.76,0.82
71979056,0.74,0.91,0.82,0.79
30429531,0.88,0.7899999999999999,0.54,0.78
54634664,0.82,0.89,0.7200000000000001,0.79
2499139,0.71,0.9199999999999999,0.78,0.89
7597365,0.72,0.99,0.88,0.9
28434223,0.82,0.7,0.7,0.85
66596832,0.65,0.74,0.75,0.83
61207130,0.78,0.88,0.75,0.83
66669608,0.75,0.8099999999999999,0.67,0.68
67587481,0.81,0.83,0.64,0.89
34390018,0.81,0.73,0.84,0.74
81198925,0.78,0.9,0.73,0.88
4180969,0.68,0.87,0.68,0.7
91685111,0.7,0.72,0.5900000000000001,0.89
37215200,0.82,1.0,0.6000000000000001,0.82
89794604,0.77,0.89,0.54,0.82
68654209,0.61,0.75,0.79,0.83
41937628,0.73,0.86,0.76,0.66
42057524,0.67,0.85,0.59,0.73
2828533,0.8,1.0,0.52,0.74
96055767,0.62,0.99,0.76,0.83
56851761,0.65,0.7,0.74,0.64
28935934,0.68,0.82,0.7,0.83
54627535,0.85,0.82,0.67,0.61
57354435,0.65,0.9,0.61,0.9
45439044,0.79,0.87,0.5700000000000001,0.82
12527881,0.66,0.95,0.7,0.66
18456646,0.69,0.8099999999999999,0.84,0.79
47501572,0.68,0.95,0.6900000000000001,0.7
83747901,0.63,0.7999999999999999,0.86,0.79
51484044,0.66,0.98,0.77,0.85
37393470,0.9,0.84,0.6699999999999999,0.75
25574405,0.87,0.7899999999999999,0.45999999999999996,0.66
91723098,0.71,0.77,0.7,0.76
7390557,0.74,0.78,0.7,0.88
50969287,0.87,0.74,0.55,0.7
61694017,0.65,0.96,0.43999999999999995,0.69
75432782,0.72,0.8099999999999999,0.44999999999999996,0.9
79717835,0.88,0.95,0.6399999999999999,0.72
70310523,0.72,0.78,0.84,0.87
42512064,0.73,0.94,0.78,0.87
36540266,0.62,0.77,0.53,0.86
35120119,0.89,0.96,0.6,0.64
93361464,0.62,0.89,0.8,0.8
83182507,0.66,0.97,0.7000000000000001,0.78
10846332,0.71,0.7999999999999999,0.51,0.79
95138091,0.68,0.98,0.47000000000000003,0.84
42035080,0.72,0.96,0.77,0.84
84578153,0.76,0.99,0.69,0.68
62220514,0.84,0.7899999999999999,0.62,0.84
84597105,0.65,0.8099999999999999,0.69,0.71
77161841,0.65,0.83,0.52,0.78
72144403,0.79,0.72,0.63,0.77
19820882,0.88,0.71,0.48000000000000004,0.75
63820569,0.85,0.7,0.49000000000000005,0.76
30316219,0.68,0.73,0.6100000000000001,0.73
22599228,0.81,0.72,0.51,0.73
74896162,0.88,0.84,0.64,0.61
6664051,0.73,0.83,0.71,0.64
94654084,0.81,0.83,0.64,0.89
34295248,0.84,0.74,0.72,0.75
83070163,0.72,0.72,0.63,0.67
67498994,0.72,0.88,0.6399999999999999,0.83
58030165,0.64,0.96,0.73,0.77
55682627,0.64,0.76,0.6799999999999999,0.75
82012823,0.86,0.75,0.55,0.71
43431356,0.66,0.96,0.7999999999999999,0.89
87734331,0.63,0.9299999999999999,0.6900000000000001,0.7
27827474,0.78,0.9199999999999999,0.6,0.76
43443712,0.6,0.99,0.5399999999999999,0.71
581019,0.69,0.95,0.64,0.71
23414717,0.82,0.98,0.7,0.76
98294625,0.85,0.73,0.7899999999999999,0.69
63509975,0.66,0.95,0.6399999999999999,0.77
18208521,0.6,0.91,0.7,0.67
3590175,0.89,0.94,0.49000000000000005,0.87
22747609,0.61,0.8099999999999999,0.42,0.78
7734154,0.65,0.76,0.56,0.83
73800570,0.76,0.73,0.8200000000000001,0.68
9796800,0.76,0.9,0.6000000000000001,0.77
67674280,0.82,0.76,0.61,0.78
92720041,0.64,0.83,0.82,0.62
95683642,0.79,0.7999999999999999,0.53,0.89
37531241,0.78,0.8099999999999999,0.6900000000000001,0.8
67382795,0.63,0.74,0.66,0.87
70162054,0.89,0.76,0.5,0.71
90418715,0.9,0.98,0.6799999999999999,0.68
3911356,0.64,0.77,0.6,0.81
856823,0.71,0.7999999999999999,0.65,0.74
19777515,0.65,0.82,0.83,0.68
40229796,0.74,0.74,0.56,0.63
3619376,0.7,1.0,0.73,0.65
41027070,0.88,0.98,0.7300000000000001,0.69
46073104,0.64,0.83,0.85,0.6
48425465,0.72,0.73,0.56,0.79
11327836,0.72,0.7999999999999999,0.55,0.71
9121553,0.8,0.97,0.81,0.73
78999207,0.82,0.7899999999999999,0.79,0.74
19871433,0.73,0.85,0.55,0.75
91482089,0.79,0.78,0.78,0.72
69109208,0.73,0.9199999999999999,0.5499999999999999,0.78
12246349,0.72,0.99,0.53,0.84
72433030,0.71,0.7,0.48000000000000004,0.79
76893143,0.76,0.95,0.69,0.85
28439416,0.87,0.7899999999999999,0.55,0.71
37864773,0.83,0.83,0.61,0.64
68006117,0.85,0.91,0.6,0.62
92926763,0.78,0.75,0.66,0.66
9122503,0.81,0.95,0.8,0.61
60721530,0.76,0.85,0.47000000000000003,0.74
43739711,0.81,0.7,0.51,0.85
98344555,0.69,0.7999999999999999,0.6,0.65
61067842,0.64,1.0,0.5700000000000001,0.74
86779970,0.65,0.75,0.44999999999999996,0.85
65389590,0.77,0.9,0.5499999999999999,0.82
63734253,0.88,0.99,0.84,0.74
15862806,0.68,0.85,0.81,0.71
7634248,0.79,0.85,0.68,0.77
38155584,0.68,0.74,0.87,0.66
42857941,0.66,0.9299999999999999,0.7300000000000001,0.73
25280390,0.75,1.0,0.74,0.89
69172560,0.89,0.75,0.77,0.73
50885460,0.74,0.87,0.53,0.64
99952634,0.63,0.99,0.49,0.75
96614,0.77,0.99,0.78,0.81
73458777,0.86,0.85,0.5700000000000001,0.6
10834406,0.75,0.83,0.59,0.79
59562351,0.65,0.74,0.5800000000000001,0.68
37715269,0.87,0.91,0.5800000000000001,0.71
35884164,0.85,0.88,0.7200000000000001,0.62
74673940,0.72,0.94,0.5700000000000001,0.77
2621535,0.65,0.99,0.86,0.82
18176955,0.83,0.78,0.5800000000000001,0.78
15226816,0.75,0.87,0.67,0.7
64019137,0.66,0.87,0.84,0.82
21983568,0.86,0.87,0.7,0.72
75482165,0.77,0.95,0.8099999999999999,0.75
99333106,0.65,0.73,0.5,0.87
7849495,0.67,0.88,0.63,0.88
69190009,0.74,0.82,0.74,0.68
58119637,0.6,0.82,0.68,0.65
82074795,0.8,0.74,0.72,0.7
57213477,0.78,0.74,0.6799999999999999,0.87
15541048,0.64,0.9299999999999999,0.5499999999999999,0.89
25636011,0.72,0.78,0.72,0.71
87260864,0.9,0.88,0.51,0.73
54299437,0.78,0.87,0.43,0.79
66344696,0.68,0.91,0.5499999999999999,0.82
5858242,0.83,0.72,0.5599999999999999,0.71
51926332,0.6,0.95,0.64,0.84
27125190,0.6,0.87,0.73,0.83
95606408,0.61,0.76,0.5599999999999999,0.65
72337520,0.67,0.91,0.74,0.78
19120003,0.77,0.85,0.72,0.82
56878966,0.6,0.8099999999999999,0.43,0.84
11635071,0.7,0.94,0.78,0.63
63655159,0.7,0.7999999999999999,0.78,0.61
12225703,0.82,0.83,0.69,0.76
33363440,0.65,0.9,0.75,0.84
75825318,0.89,0.71,0.44999999999999996,0.64
17164450,0.76,0.7999999999999999,0.67,0.8
36521026,0.9,0.94,0.65,0.61
